ID	CRIME_LOCATION	CRIME_LATLONG	DEFENDANT_HOME	DEFENDANT_HOME_LATLONG
t18270913-217	"Barnsbury-mews, lslington"	"51.50853,-0.12574"		
t18270913-219				
t18270913-220	"Union-place, Chelsea"	"51.48755,-0.16936"		
t18270913-223	"Devonshire-street, Mile-end"	"51.52501,-0.03176"		
t18270913-225	"Haberdashers'-place, Hoxton"	"51.529558,-0.083685"		
t18270913-228	Pimlico	"51.488999,-0.139882"		
t18270913-233	"Southampton-row, Camden-town"	"51.54057,-0.14334"		
t18270913-243	"Windsor-place, City-road"	"51.50853,-0.12574"		
t18270913-245	St. James-street	"51.580981,-0.03281"		
t18270913-246				
t18270913-256	Leicester-square	"51.510025,-0.129518"		
t18270913-257	Collingwood-street	"51.524083,-0.058388"		
t18270913-258	St. Martin's-court	"51.510966,-0.127785"		
t18270913-26				
t18270913-260	Old-street	"51.525628,-0.087542"		
t18270913-261	Commercial-road	"51.512961,-0.041822"		
t18270913-264	Saffron-hill watch-house	"51.50853,-0.12574"		
t18270913-266	"Ship public-house, James-street, Covent-garden"	"51.51424,-0.12471"		
t18270913-268				
t18270913-272	St. Katherine's Docks	"51.50853,-0.12574"		
t18270913-274	Grosvenor-Place	"51.501764,-0.151502"		
t18270913-277				
t18270913-281	New North-road	"51.536081,-0.089752"		
t18270913-288	Isleworth	"51.468356,-0.326311"		
t18270913-290	"Broad-street, St. Giles."	"51.50853,-0.12574"		
t18270913-293				
t18270913-294	"Five Fields, Chelsea"	"51.48755,-0.16936"		
t18270913-298				
t18270913-299				
t18270913-30	Fish-street-hill	"51.50853,-0.12574"		
t18270913-300	Islington work-house	"51.50853,-0.12574"		
t18270913-304	Ship public-house Shoreditch	"51.52509,-0.07695"		
t18270913-306	"Maynard-street, St. Giles'"	"51.50853,-0.12574"		
t18270913-307	Catherine-wheel-alley	"51.51777,-0.07906"		
t18270913-308	Edgware-road	"51.516349,-0.164758"		
t18270913-31	St. Paul's-church-yard	"51.50853,-0.12574"		
t18270913-315	"Old Burlington-mews, Regent-street"	"51.50853,-0.12574"		
t18270913-325	"Middlesex-street, Aldgate"	"51.51342,-0.0771"		
t18270913-327				
t18270913-33	Bartholomew fair	"51.50853,-0.12574"		
t18270913-332				
t18270913-333	Star-court	"51.50853,-0.12574"		
t18270913-335	Tash-street	"51.50853,-0.12574"		
t18270913-336				
t18270913-339				
t18270913-342	High Timber-street	"51.50853,-0.12574"		
t18270913-347	Smithfield	"51.508733,-0.072803"		
t18270913-35				
t18270913-350	Smithfield	"51.508733,-0.072803"		
t18270913-354				
t18270913-361	Bartholomew fair	"51.50853,-0.12574"		
t18270913-362	"Liverpool-street, Bishopsgate"	"51.51635,-0.08144"		
t18270913-363	Smithfield	"51.508733,-0.072803"		
t18270913-367	Bartholomew fair	"51.50853,-0.12574"		
t18270913-369	Houndsditch	"51.50853,-0.12574"		
t18270913-374				
t18270913-375	"No. 7, Charlotte-street, Sadler's-wells"	"51.50853,-0.12574"		
t18270913-381	"Francis-street, Chelsea"	"51.48755,-0.16936"		
t18270913-382	English Opera House	"51.50853,-0.12574"		
t18270913-384	Limehouse	"51.513307,-0.035149"		
t18270913-391				
t18270913-393	"Princes-street, Cavendish-square"	"51.50853,-0.12574"		
t18270913-41				
t18270913-47				
t18270913-52	"No. 75, High Holborn"	"51.517678,-0.118939"		
t18270913-53	"No. 9, Worship-street, Shoreditch"	"51.522019,-0.082563"		
t18270913-6	"No. 19, King-street, Cheapside"	"51.51409,-0.09394"		
t18270913-69	St. John's-lane	"51.521074,-0.102129"		
t18270913-7				
t18270913-74				
t18270913-75				
t18270913-78				
t18270913-79				
t18270913-84	Clements'-inn	"51.513729,-0.114796"		
t18270913-87				
t18270913-88				
t18270913-90				
t18270913-97				
t18270913-98				
t18271025-100	"Marsham-street, Westminster"	"51.495888,-0.129238"		
t18271025-104	"Church-lane, Whitechapel"	"51.51382,-0.06583"		
t18271025-106	"Broad-court, Long-acre"	"51.50853,-0.12574"		
t18271025-109	Montpelier-square	"51.500459,-0.166121"		
t18271025-111				
t18271025-116	Bear-street	"51.510912,-0.128667"		
t18271025-117	"George-street, St. Giles'"	"51.50853,-0.12574"		
t18271025-118	"Red Lion-street, Clerkenwell"	"51.52438,-0.11022"		
t18271025-120	Sun-yard	"51.50853,-0.12574"		
t18271025-121	"Grosvenor-row, Pimlico"	"51.48897,-0.13699"		
t18271025-124	"Hayes, Middlesex"	"51.50853,-0.12574"		
t18271025-128	"Manchester Arms public-house, Adam-street East, Manchester-square"	"51.50853,-0.12574"		
t18271025-129	toll-house at Fulham-bridge	"51.50853,-0.12574"		
t18271025-134	Shoreditch	"51.526669,-0.079893"		
t18271025-135	Tower-hill	"51.509889,-0.076717"		
t18271025-137	"Back-hill, Hatton-garden"	"51.50853,-0.12574"		
t18271025-139	"Johnson-street, Somers'-town"	"51.50853,-0.12574"		
t18271025-142	Pickled Egg public-house	"51.50853,-0.12574"		
t18271025-146	"New Church-street, Edgware-road"	"51.50853,-0.12574"		
t18271025-149	Islington	"51.538429,-0.099905"		
t18271025-150	Chingford	"51.630887,0.003996"		
t18271025-16	Holborn-hill	"51.50853,-0.12574"		
t18271025-160	"Greek-street, Soho"	"51.514217,-0.130985"		
t18271025-162	"Helmet public-house, in Burr-street"	"51.50853,-0.12574"		
t18271025-164	Stanhope-street	"51.527616,-0.140821"		
t18271025-165				
t18271025-167				
t18271025-178	Worship-street	"51.522019,-0.082563"		
t18271025-18	Royal Exchange	"51.518201,-0.169803"		
t18271025-180	Ratcliff-highway	"51.50853,-0.12574"		
t18271025-181	Poland-street	"51.515708,-0.137644"		
t18271025-182	"Mary-street, Hampstead-road"	"51.50853,-0.12574"		
t18271025-184	"Castle-street, Leicester-square"	"51.50853,-0.12574"		
t18271025-189	"Harrow-lane, Poplar"	"51.508717,-0.012666"		
t18271025-192	Paddington-street	"51.52068,-0.153468"		
t18271025-193	"Seymour-place, Camden-town"	"51.54057,-0.14334"		
t18271025-194	"King's-terrace, Commercial-road"	"51.50853,-0.12574"		
t18271025-196	Ratcliff-highway	"51.50853,-0.12574"		
t18271025-198	Homer-row	"51.519079,-0.16527"		
t18271025-206	"Clare-street, Clare-market"	"51.50853,-0.12574"		
t18271025-210	"Angel-terrace, Hammersmith"	"51.49384,-0.22882"		
t18271025-212	"George public-house, Vauxhall-road"	"51.50853,-0.12574"		
t18271025-213	Chelsea	"51.487542,-0.16822"		
t18271025-217	Camomile-buildings	"51.50853,-0.12574"		
t18271025-227				
t18271025-228				
t18271025-229	St. John-street	"51.531773,-0.106228"		
t18271025-23	"Francis-place, Westminster"	"51.5,-0.11667"		
t18271025-230	Bishopsgate-street	"51.50853,-0.12574"		
t18271025-234	Cannon-street	"51.5107,-0.09057"		
t18271025-242	Worship-street	"51.522019,-0.082563"		
t18271025-251	St. Martin's-court	"51.510966,-0.127785"		
t18271025-30	"Ship and Shovel public-house, in St. Martin's parish"	"51.50853,-0.12574"		
t18271025-32	"St. John, at Hampstead"	"51.555662,-0.170293"		
t18271025-32	"St. John, at Hampstead"	"51.555662,-0.170293"		
t18271025-33	St. James' Park	"51.503763,-0.134394"		
t18271025-36	"Green-street, Grosvenor-square"	"51.50853,-0.12574"		
t18271025-37	Camomile-street	"51.51579,-0.08069"		
t18271025-39	Smithfield-bars	"51.50853,-0.12574"		
t18271025-41	Fleet street	"51.51348,-0.112117"		
t18271025-49	Charles-street	"51.474581,-0.381267"		
t18271025-50	"Commercial-place, City-road"	"51.50853,-0.12574"		
t18271025-51	"Broad-court, Bow-street"	"51.50853,-0.12574"		
t18271025-53	Holborn	"51.517115,-0.120066"		
t18271025-55	Magpie and Stump public-house	"51.50853,-0.12574"		
t18271025-58	Bishopsgate-street	"51.50853,-0.12574"		
t18271025-61	River Thames	"51.449782,-0.30633"		
t18271025-61	River Thames	"51.449782,-0.30633"		
t18271025-63	Great Russell-street	"51.51833,-0.125862"		
t18271025-69	Grub-street	"51.50853,-0.12574"		
t18271025-81				
t18271025-82	Canonbury-square	"51.54359,-0.101273"		
t18271025-84	St. John-street	"51.531773,-0.106228"		
t18271025-85	St. John-street	"51.531773,-0.106228"		
t18271025-97				
t18271206-100	Wardour-street	"51.513967,-0.134335"		
t18271206-101	Great Windmill-street	"51.511394,-0.134308"		
t18271206-104	"Little Russel-street, Covent-garden"	"51.51424,-0.12471"		
t18271206-106	"Surry-street, Strand"	"51.50853,-0.12574"		
t18271206-113	Hermitage-stairs	"51.504794,-0.068088"		
t18271206-114	"Little George-street, Bedford-row"	"51.50853,-0.12574"		
t18271206-116	"West India Docks, at Limehouse"	"51.51412,-0.03282"		
t18271206-118	"Liverpool-road, Islington"	"51.540874,-0.106114"		
t18271206-122	Whitechapel	"51.518623,-0.062081"		
t18271206-124	Saffron-hill	"51.520831,-0.107168"		
t18271206-125				
t18271206-128	"Bow-hill-farm, near Hillingdon, Middlesex"	"51.532563,-0.453256"		
t18271206-130	Cleveland-street	"51.520224,-0.138401"		
t18271206-132				
t18271206-135	Saville-row	"51.512083,-0.141514"		
t18271206-139	"Tower-street, Earl-street, Seven-dials"	"51.50853,-0.12574"		
t18271206-141	Isleworth	"51.468356,-0.326311"		
t18271206-142	"Chester-place, Bethnal-green"	"51.52718,-0.06109"		
t18271206-143	"Robert-street, Hampstead-road"	"51.50853,-0.12574"		
t18271206-148	Hoxton-square	"51.52733,-0.081605"		
t18271206-149	"North-street, Lisson-grove"	"51.50853,-0.12574"		
t18271206-152	Park-lane	"51.511072,-0.157142"		
t18271206-158	George-yard	"51.512841,-0.150854"		
t18271206-16				
t18271206-165	Wapping	"51.505436,-0.058729"		
t18271206-173	Ayre-street-hill	"51.50853,-0.12574"		
t18271206-180	"Woodbridge-street, Clerkenwell"	"51.524738,-0.104747"		
t18271206-181	"Bull's Head public-house, in Ratcliff-highway"	"51.50853,-0.12574"		
t18271206-182	"No. 4, Greyhound-court"	"51.50853,-0.12574"		
t18271206-191	Cranbourne-passage	"51.50853,-0.12574"		
t18271206-193	No. 21. Finsbury-place	"51.50853,-0.12574"		
t18271206-195				
t18271206-198	Whitechapel-road	"51.518685,-0.061527"		
t18271206-203				
t18271206-206	"Angel inn, St. Martin's-le-grand"	"51.50853,-0.12574"		
t18271206-212	Shoe-lane	"51.50853,-0.12574"		
t18271206-213				
t18271206-214	Ludgate-street	"51.50853,-0.12574"		
t18271206-215	Barbican	"51.520446,-0.360892"		
t18271206-217	"Fore-street, Cripplegate"	"51.50853,-0.12574"		
t18271206-221				
t18271206-228				
t18271206-23	Billingsgate-market	"51.505913,-0.011903"		
t18271206-230	"John-street, Minories"	"51.50853,-0.12574"		
t18271206-232	"Fleet-market, in Fleet-street"	"51.50853,-0.12574"		
t18271206-235	Friday-street	"51.51239,-0.09579"		
t18271206-237	Charing cross	"51.507187,-0.127891"		
t18271206-238	Whitecross-street	"51.521127,-0.092379"		
t18271206-239	Wych-street	"51.50853,-0.12574"		
t18271206-240	"Pitfield-street, Hoxton"	"51.529288,-0.083452"		
t18271206-241	Borough-road	"51.499238,-0.097347"		
t18271206-243	Little Queen-street	"51.50853,-0.12574"		
t18271206-244	"Guildford-place, Bagniggewells"	"51.50853,-0.12574"		
t18271206-25	Bishopsgate-street	"51.50853,-0.12574"		
t18271206-250	"Tottenham-court-road, and near Southampton-court"	"51.507265,-0.127833"		
t18271206-27				
t18271206-32	"Old Bailey, near Newgate-street"	"51.514006,-0.102498"		
t18271206-38				
t18271206-39	Holborn-hill	"51.50853,-0.12574"		
t18271206-4	the Strand	"51.508421,-0.125853"		
t18271206-47				
t18271206-49	Bell-alley	"51.50853,-0.12574"		
t18271206-52				
t18271206-6				
t18271206-60	"King-street, St. Giles'"	"51.50853,-0.12574"		
t18271206-61	Epping-forest	"51.621882,0.026204"		
t18271206-68	Goswell-street	"51.50853,-0.12574"		
t18271206-70				
t18271206-72	Holborn	"51.517115,-0.120066"		
t18271206-73	"Lady Daker's alms-houses, at Westminster"	"51.5,-0.11667"		
t18271206-74	Gray's Inn-lane	"51.50853,-0.12574"		
t18271206-76	Wynyatt-street	"51.528385,-0.103784"		
t18271206-78				
t18271206-8	"Bridge-street, Blackfriars"	"51.50853,-0.12574"		
t18271206-85	Stoke Newington	"51.557697,-0.077282"		
t18271206-88				
t18271206-92	Holborn	"51.517115,-0.120066"		
t18280110-100	"Union-street, Spitalfields"	"51.5202,-0.07436"		
t18280110-102	Hadley	"51.662976,-0.199042"		
t18280110-107	Acton Green	"51.496375,-0.26399"		
t18280110-110	"Warren-street, Tottenham-court-road"	"51.524606,-0.137749"		
t18280110-112	Chiswell-street	"51.520606,-0.08863"		
t18280110-114	"Guildford-place, Spa-fields"	"51.50853,-0.12574"		
t18280110-117	Heston	"51.485457,-0.371956"		
t18280110-12				
t18280110-122	"Union-place, Land of Promise, Hoxton Old-town"	"51.50853,-0.12574"		
t18280110-123	King-street	"51.492564,-0.228316"		
t18280110-129	Tabernacle-walk	"51.50853,-0.12574"		
t18280110-13	Golden-lane	"51.50853,-0.12574"		
t18280110-131	Stamford-hill	"51.570709,-0.06904"		
t18280110-132				
t18280110-138	Whitechapel	"51.518623,-0.062081"		
t18280110-139	"Earl-street, Lisson-grove"	"51.50853,-0.12574"		
t18280110-14	"Salisbury Arms public-house, Camomile-street"	"51.51579,-0.08069"		
t18280110-141				
t18280110-15	"No. 12, Bear-yard, Lincoln's Inn-fields, in the parish of St. Clement Danes"	"49.16565,-2.07659"		
t18280110-152	"St. John-street, Smithfield"	"51.50853,-0.12574"		
t18280110-154	"Old Brentford, in the parish of Ealing"	"51.51216,-0.30204"		
t18280110-155	Enfield	"51.651712,-0.083214"		
t18280110-157				
t18280110-161				
t18280110-166				
t18280110-168	the Strand	"51.508421,-0.125853"		
t18280110-17	"No. 93, East-street, Manchester-square"	"51.50853,-0.12574"		
t18280110-173				
t18280110-174	"Essex-street, Whitechapel"	"51.51382,-0.06583"		
t18280110-178				
t18280110-179				
t18280110-188	Chiswell-street	"51.520606,-0.08863"		
t18280110-192	Long-lane	"51.498867,-0.08512"		
t18280110-193	Drury-lane Theatre	"51.513039,-0.12013"		
t18280110-196				
t18280110-199	Catherine Wheel-alley	"51.51777,-0.07906"		
t18280110-201	Red Lion-alley	"51.50853,-0.12574"		
t18280110-209	"King's Head public-house, Old Jewry"	"51.50853,-0.12574"		
t18280110-21	Long-lane	"51.498867,-0.08512"		
t18280110-211	"St. Botolph, Aldgate"	"51.51342,-0.0771"		
t18280110-215	"the Flower Pot, Bishopsgate-street"	"51.50853,-0.12574"		
t18280110-217	Field-lane	"51.482201,-0.31519"		
t18280110-218	Whitechapel	"51.50853,-0.12574"		
t18280110-218	Whitechapel	"51.50853,-0.12574"		
t18280110-221	"Short-street, Moorfields"	"51.50853,-0.12574"		
t18280110-49				
t18280110-51				
t18280110-52	Tothill-street	"51.499684,-0.132968"		
t18280110-53	"Russel-court, Drury-lane"	"51.51278,-0.12038"		
t18280110-55	Uxbridge	"51.544951,-0.481667"		
t18280110-57	Pimlico	"51.488999,-0.139882"		
t18280110-58				
t18280110-6				
t18280110-61				
t18280110-62				
t18280110-69	"No. 2, Bath-place, New-road"	"51.50853,-0.12574"		
t18280110-79				
t18280110-82	"No. 29, Watney-street, St. George's in the East"	"51.52332,-0.03888"		
t18280110-85	"No. 29, Salisbury-street, Lisson-grove, in the parish of St. Mary-le-bone"	"18.31667,-76.9"		
t18280110-94	Highgate	"51.574432,-0.152684"		
t18280110-95				
t18280221-10	Lower Thames-street	"51.50926,-0.08384"		
t18280221-100	"Orchard-street, Oxford-street"	"51.51475,-0.14608"		
t18280221-105	Bethnal-green	"51.530346,-0.056163"		
t18280221-109	"Wilson-street, Finsbury"	"51.52793,-0.10719"		
t18280221-114	"Gower-street, North"	"51.55317,-0.12257"		
t18280221-115	Percival-street	"51.526132,-0.101967"		
t18280221-117	Air-street	"51.509471,-0.135896"		
t18280221-119				
t18280221-127	the Minories	"51.510384,-0.073413"		
t18280221-128	"William-street, Hampstead-road"	"51.50853,-0.12574"		
t18280221-13				
t18280221-134				
t18280221-135	"Montague-street, Montague-square"	"51.50853,-0.12574"		
t18280221-137	"Three Crowns public-house, East-road, City-road"	"51.50853,-0.12574"		
t18280221-140	St. Giles's	"51.50853,-0.12574"		
t18280221-141	"Argyle-street, in Oxford-street"	"51.51475,-0.14608"		
t18280221-143	Staines	"51.424781,-0.405393"		
t18280221-146	Stamfordgrove	"51.50853,-0.12574"		
t18280221-147	Shacklewell-road	"51.55412,-0.068635"		
t18280221-149	"Chapel-street, Hackney-road"	"51.50853,-0.12574"		
t18280221-151	Chiswell-street	"51.520606,-0.08863"		
t18280221-153				
t18280221-154	"Duck-lane, Westminster"	"51.513994,-0.134798"		
t18280221-155	St. Luke	"51.506658,-0.239903"		
t18280221-156	Catherine-street	"51.512394,-0.119872"		
t18280221-158				
t18280221-159				
t18280221-161				
t18280221-162				
t18280221-163	Chingford	"51.630887,0.003996"		
t18280221-167				
t18280221-169				
t18280221-170	Glocester-place	"51.50853,-0.12574"		
t18280221-171	Turnham-green	"51.495307,-0.255001"		
t18280221-173	"West-street, St. Giles'"	"51.513106,-0.128302"		
t18280221-178	Golden-lane	"51.50853,-0.12574"		
t18280221-18	Long-acre	"51.51191,-0.127005"		
t18280221-180	Tottenham-court-road	"51.516269,-0.130838"		
t18280221-181				
t18280221-184	"Thurlow-place, Hackney-road"	"51.50853,-0.12574"		
t18280221-188	"Horse and Groom public-house, St. John's-street, Clerkenwell"	"51.52438,-0.11022"		
t18280221-19	Claremont-terrace. Pentonville	"51.50853,-0.12574"		
t18280221-199	Stingo-yard	"51.50853,-0.12574"		
t18280221-20	"City-gardens, Islington"	"51.53622,-0.10304"		
t18280221-204				
t18280221-210	Horse and Groom public-house at Hackney	"51.55,-0.05"		
t18280221-214	Kingsland-road	"51.540552,-0.07655"		
t18280221-215	Hornsey	"51.587364,-0.120967"		
t18280221-216	Charing-cross	"51.507179,-0.127566"		
t18280221-221	"Brunswick-street, Hackney-road, in the parish of Shoreditch"	"51.52509,-0.07695"		
t18280221-222	Greek-street	"51.514217,-0.130985"		
t18280221-223	Edgeware-road	"51.50853,-0.12574"		
t18280221-224				
t18280221-23	Horse Shoe-alley	"51.50853,-0.12574"		
t18280221-230	Gray's Inn-lane	"51.50853,-0.12574"		
t18280221-240	"Great Peter-street, Westminster"	"51.496893,-0.12956"		
t18280221-245	Maiden-lane	"51.453225,0.191652"		
t18280221-246				
t18280221-247	"Goodge-street, Tottenham-court-road"	"51.520513,-0.13458"		
t18280221-25	London-bridge	"51.507851,-0.087637"		
t18280221-253	"Green Man and Still public-house, in Coppice-row, Clerkenwell"	"51.52438,-0.11022"		
t18280221-257	"Church-lane, St. George's"	"51.50853,-0.12574"		
t18280221-26				
t18280221-263	Hounslow	"51.468613,-0.361347"		
t18280221-265	"New-street, Covent-garden"	"51.51424,-0.12471"		
t18280221-266				
t18280221-277	"the Piazza in Covent-garden, near James-street"	"51.507265,-0.127833"		
t18280221-279	"Stratton-mews, Bloomsbury"	"51.52228,-0.12252"		
t18280221-280	Holywell-street	"51.50853,-0.12574"		
t18280221-282				
t18280221-283				
t18280221-287	"Nag's Head public-house, Hart-street, Covent-garden"	"51.51424,-0.12471"		
t18280221-288	Compton-street	"51.525001,-0.10153"		
t18280221-292	Ratcliffe	"51.51154,-0.044236"		
t18280221-293				
t18280221-294				
t18280221-299				
t18280221-300	"No. 4, St. Dunstan's-passage, Tower-street"	"51.50853,-0.12574"		
t18280221-302	Bishopsgate-street	"51.50853,-0.12574"		
t18280221-303	Fenchurch-street	"51.51167,-0.07881"		
t18280221-305				
t18280221-308	"Twelve Bells public-house, in Bride-lane"	"51.51369,-0.10522"		
t18280221-310	Falcon-square	"51.486153,-0.014828"		
t18280221-311				
t18280221-314				
t18280221-32	Isleworth-corner	"51.50853,-0.12574"		
t18280221-36	"Half Moon-street, Bishopsgate"	"51.51635,-0.08144"		
t18280221-37	"Merlin's-rents, Shoe-lane"	"51.50853,-0.12574"		
t18280221-41				
t18280221-42	"Chamber-street, Whitechapel"	"51.510934,-0.071849"		
t18280221-45	"No. 36, Red Lion-square"	"51.51898,-0.118748"		
t18280221-50	"Castle and Falcon inn, Aldersgate-street"	"51.51859,-0.09705"		
t18280221-52	Holborn	"51.517115,-0.120066"		
t18280221-53	Little Britian	"51.50853,-0.12574"		
t18280221-55	Long-lane	"51.498867,-0.08512"		
t18280221-64				
t18280221-7				
t18280221-72	"Vincent-square, Westminster"	"51.492974,-0.133744"		
t18280221-74	Turnham-green	"51.495307,-0.255001"		
t18280221-75	"Great Queen-street, Westminster"	"51.514602,-0.121993"		
t18280221-78	Holloway	"51.557245,-0.118371"		
t18280221-79				
t18280221-8	"Hart-street, Mark-lane"	"51.50853,-0.12574"		
t18280221-80				
t18280221-83				
t18280221-84				
t18280221-86				
t18280221-88				
t18280221-89				
t18280221-91				
t18280221-92	Tottenham-court-road	"51.516269,-0.130838"		
t18280221-93	Whitechapel-road	"51.518685,-0.061527"		
t18280221-97	Finchley	"51.597325,-0.180559"		
t18280221-98	"Great Turnstile, Holborn"	"51.51784,-0.115725"		
t18280410-100	Regent-street	"51.509521,-0.13458"		
t18280410-102	Goswell-street-road	"51.50853,-0.12574"		
t18280410-106				
t18280410-109	Holborn	"51.517115,-0.120066"		
t18280410-111	"High-street, Bloomsbury"	"51.52228,-0.12252"		
t18280410-112				
t18280410-115	No. 27. Quadrant	"51.462311,-0.302786"		
t18280410-118				
t18280410-119	"Nova Scotia Gardens, Bird-cage-walk"	"51.50853,-0.12574"		
t18280410-12	"New Post-office Coffee-house, St. Martin's-le-grand"	"51.50853,-0.12574"		
t18280410-132	Baker-street	"51.524259,-0.158474"		
t18280410-133	Drury-lane	"51.514507,-0.121907"		
t18280410-134	"Crown-street, Drury-lane"	"51.51278,-0.12038"		
t18280410-138	Tabernacle-walk	"51.50853,-0.12574"		
t18280410-14	Beech-street	"51.580931,0.170602"		
t18280410-140				
t18280410-142	Hounslow Heath	"51.454824,-0.377953"		
t18280410-144				
t18280410-147	St. Luke's	"51.432267,-0.103409"		
t18280410-155				
t18280410-157				
t18280410-161	"Charlotte-street, Somers'-town"	"51.50853,-0.12574"		
t18280410-163				
t18280410-164	Sleep's-alley	"51.50853,-0.12574"		
t18280410-166				
t18280410-173	"No. 7, Lambert's-grove"	"51.50853,-0.12574"		
t18280410-175	"Queen-street, Seven-dials"	"51.50853,-0.12574"		
t18280410-179	Islington	"51.538429,-0.099905"		
t18280410-180	"St. James' Church, Piccadilly"	"51.50853,-0.12574"		
t18280410-181	"Duke-street, Manchester-square"	"51.50853,-0.12574"		
t18280410-183				
t18280410-184	"Leg-alley, Long-acre"	"51.50853,-0.12574"		
t18280410-186	Hounslow	"51.468613,-0.361347"		
t18280410-190	Brunswick Theatre	"51.51424,-0.12471"		
t18280410-193				
t18280410-194	"Tottenham, Middlesex"	"51.50853,-0.12574"		
t18280410-195	Old-street	"51.525628,-0.087542"		
t18280410-199	Hammersmith	"51.492038,-0.22364"		
t18280410-203				
t18280410-206	Clerkenwell	"51.523727,-0.105555"		
t18280410-208	London Docks	"51.50853,-0.12574"		
t18280410-210	Hampstead-road	"51.530566,-0.13877"		
t18280410-212				
t18280410-213				
t18280410-215	Highbury Grove	"51.552854,-0.098377"		
t18280410-216				
t18280410-218	Brunswick Theatre	"51.51424,-0.12471"		
t18280410-22				
t18280410-221	the Strand	"51.508421,-0.125853"		
t18280410-223	"Hammersmith, in the parish of Fulham"	"51.48026,-0.1993"		
t18280410-224	"St. Ann-street, Westminster"	"51.5,-0.11667"		
t18280410-226				
t18280410-227				
t18280410-228	"Powell-street, East"	"51.52332,-0.03888"		
t18280410-23	"Green-street, Blackfriars-road"	"51.50853,-0.12574"		
t18280410-231	"St. John-street, Clerkenwell"	"51.519791,-0.101708"		
t18280410-239	"Nelson's Head public-house, Hackney-road"	"51.50853,-0.12574"		
t18280410-243	"Paxton-place, Tottenham-court-road"	"51.51659,-0.13083"		
t18280410-244	Whitechapel	"51.518623,-0.062081"		
t18280410-247	"No. 4, Angel-gardens"	"51.50853,-0.12574"		
t18280410-248	Whitechapel	"51.518623,-0.062081"		
t18280410-249	Islington	"51.538429,-0.099905"		
t18280410-25	St. Paul's Church-yard	"51.50853,-0.12574"		
t18280410-250	Covent-Garden Theatre	"51.51424,-0.12471"		
t18280410-252	Commercial-road	"51.512961,-0.041822"		
t18280410-256	Brentford	"51.486396,-0.321662"		
t18280410-257	Meard's-court	"51.50853,-0.12574"		
t18280410-259				
t18280410-26				
t18280410-260	"Rose-well, Mile-end Old-town"	"51.50853,-0.12574"		
t18280410-262	Ratcliff-highway	"51.50853,-0.12574"		
t18280410-264	Rathbone-place	"51.517393,-0.133841"		
t18280410-267	"St. James, Westminster"	"51.507191,-0.132358"		
t18280410-269	"Tiltyard, Westminster"	"51.5,-0.11667"		
t18280410-27	"Bishopsgate-street, City"	"51.50853,-0.12574"		
t18280410-276	Winchester-street	"51.505245,-0.26758"		
t18280410-277				
t18280410-282	Temple-bar	"51.513661,-0.111968"		
t18280410-284	"Bishopsgate-street, without"	"51.50853,-0.12574"		
t18280410-285				
t18280410-32	Stafford-street	"51.508645,-0.141495"		
t18280410-33	"Little Queen-street, Holborn"	"51.51753,-0.12045"		
t18280410-4	"Upper Brook-street, in the parish of St. George, Hanover-square"	"51.50853,-0.12574"		
t18280410-41	Lower Thames-street	"51.50926,-0.08384"		
t18280410-46	"Sloane-street, Chelsea"	"51.499201,-0.159547"		
t18280410-49	St. James'-street	"51.580981,-0.03281"		
t18280410-51				
t18280410-52	"Cable-street, Whitechapel"	"51.51382,-0.06583"		
t18280410-55				
t18280410-58	Searl's-place	"51.50853,-0.12574"		
t18280410-64				
t18280410-65	the Minories	"51.510384,-0.073413"		
t18280410-66	Beech-street	"51.580931,0.170602"		
t18280410-74	"High-street, Shadwell"	"51.51135,-0.05663"		
t18280410-82				
t18280410-85				
t18280410-86				
t18280410-89	Kensington Gore	"51.501445,-0.178428"		
t18280410-95	Spitalfields-market	"51.555102,-0.016408"		
t18280410-99	Tothill-street	"51.499684,-0.132968"		
t18280529-101	"Tavistock-row, Covent-garden"	"51.51424,-0.12471"		
t18280529-102				
t18280529-104	Chelsea	"51.487542,-0.16822"		
t18280529-107	Grosvenor-square	"51.511524,-0.151389"		
t18280529-11				
t18280529-113				
t18280529-115	Bagnigge-wells-road	"51.50853,-0.12574"		
t18280529-116				
t18280529-122				
t18280529-123	East Smithfield	"51.508733,-0.072803"		
t18280529-125	Kentish-town	"51.550066,-0.142562"		
t18280529-128				
t18280529-129	"White Lion-street, Sevendials"	"51.50853,-0.12574"		
t18280529-130	Oxford-street	"51.513515,-0.157743"		
t18280529-131	"Moor-lane, St. Martin's-lane"	"51.50853,-0.12574"		
t18280529-134	"Hind-street chapel, Manchester-square"	"51.50853,-0.12574"		
t18280529-136				
t18280529-138	Panton-street	"51.50979,-0.130999"		
t18280529-14	St. Martin's-lane	"51.511826,-0.127094"		
t18280529-140				
t18280529-142	Aldersgate street	"51.51859,-0.09705"		
t18280529-143	"Hartshorn-court, Golden-lane"	"51.50853,-0.12574"		
t18280529-144	"Great Chapel-street, Westminster"	"51.515093,-0.134137"		
t18280529-145	Hampstead-road	"51.530566,-0.13877"		
t18280529-148				
t18280529-150	Mary-le-bone	"51.520632,-0.152634"		
t18280529-156	St. Martin's-court	"51.510966,-0.127785"		
t18280529-158				
t18280529-163	Upper East Smithfield	"51.50853,-0.12574"		
t18280529-164	Charing-cross	"51.507179,-0.127566"		
t18280529-165	"South Conduit-street, Bethnal-green-road"	"51.50853,-0.12574"		
t18280529-168	"Duke of York public-house, at Paddington"	"51.51558,-0.1763"		
