"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t18300218-141","t18300218-141-crimeloc785","Greenford","crimeLocation"
"t18300218-14","t18300218-141-crimeloc785","Greenford","crimeLocation"
"t18300218-142","t18300218-142-crimeloc794","Feltham","crimeLocation"
"t18300218-14","t18300218-142-crimeloc794","Feltham","crimeLocation"
"t18300218-143","t18300218-143-crimeloc798","Leadenhall-street","crimeLocation"
"t18300218-14","t18300218-143-crimeloc798","Leadenhall-street","crimeLocation"
"t18300218-144","t18300218-144-crimeloc805","Kent and Essex tavern, Whitechapel","crimeLocation"
"t18300218-14","t18300218-144-crimeloc805","Kent and Essex tavern, Whitechapel","crimeLocation"
"t18300218-145","t18300218-145-crimeloc811","Kent and Essex tavern, Whitechapel","crimeLocation"
"t18300218-14","t18300218-145-crimeloc811","Kent and Essex tavern, Whitechapel","crimeLocation"
"t18300415-2","t18300415-200-crimeloc1117","Rum Puncheon in Old-street","crimeLocation"
"t18300415-200","t18300415-200-crimeloc1117","Rum Puncheon in Old-street","crimeLocation"
"t18300415-2","t18300415-202-crimeloc1128","King's-road","crimeLocation"
"t18300415-202","t18300415-202-crimeloc1128","King's-road","crimeLocation"
"t18300415-2","t18300415-204-crimeloc1137","Tottenham-court-road","crimeLocation"
"t18300415-204","t18300415-204-crimeloc1137","Tottenham-court-road","crimeLocation"
"t18300415-2","t18300415-205-crimeloc1142","Brick-lane","crimeLocation"
"t18300415-205","t18300415-205-crimeloc1142","Brick-lane","crimeLocation"
"t18300415-372","t18300415-372-crimeloc2016","Newgate-street","crimeLocation"
"t18300415-37","t18300415-372-crimeloc2016","Newgate-street","crimeLocation"
"t18300415-373","t18300415-373-crimeloc2021","Crutched-friars","crimeLocation"
"t18300415-37","t18300415-373-crimeloc2021","Crutched-friars","crimeLocation"
"t18300415-374","t18300415-374-crimeloc2026","Rose-inn, Smithfield","crimeLocation"
"t18300415-37","t18300415-374-crimeloc2026","Rose-inn, Smithfield","crimeLocation"
"t18300415-41","t18300415-41-crimeloc233","Waterloo-place","crimeLocation"
"t18300415-42","t18300415-42-crimeloc240","Hill-street, Berkeley-square","crimeLocation"
"t18300415-43","t18300415-43-crimeloc245","West-street, St. James's","crimeLocation"
"t18300114-18","t18300114-18-crimeloc109","King's Arms, Orchard-street, Westminster","crimeLocation"
"t18300114-18","t18300114-180-crimeloc967","Ship-yard, Pickett-street","crimeLocation"
"t18300114-180","t18300114-180-crimeloc967","Ship-yard, Pickett-street","crimeLocation"
"t18300114-18","t18300114-182-crimeloc978","Little Tothill-street","crimeLocation"
"t18300114-182","t18300114-182-crimeloc978","Little Tothill-street","crimeLocation"
"t18300114-18","t18300114-183-crimeloc983","Albany-chambers","crimeLocation"
"t18300114-183","t18300114-183-crimeloc983","Albany-chambers","crimeLocation"
"t18300114-18","t18300114-189-crimeloc1011","Booth-street","crimeLocation"
"t18300114-189","t18300114-189-crimeloc1011","Booth-street","crimeLocation"
"t18300114-190","t18300114-190-crimeloc1016","Bridges-street","crimeLocation"
"t18300114-190","t18300114-190-crimeloc1017","Catherine-street","crimeLocation"
"t18300218-147","t18300218-147-crimeloc821","Sweeting's-alley, Royal-Exchange","crimeLocation"
"t18320105-57","t18320105-57-crimeloc319","Red Lion-yard, Borough","crimeLocation"
"t18320105-59","t18320105-59-crimeloc330","Harley-street","crimeLocation"
"t18320216-215","t18320216-215-crimeloc1208","Church-street, Bethnal-green","crimeLocation"
"t18320216-21","t18320216-215-crimeloc1208","Church-street, Bethnal-green","crimeLocation"
"t18320216-218","t18320216-218-crimeloc1228","Parliament-street","crimeLocation"
"t18320216-21","t18320216-218-crimeloc1228","Parliament-street","crimeLocation"
"t18320216-22","t18320216-22-crimeloc117","Pudding-lane","crimeLocation"
"t18320216-220","t18320216-220-crimeloc1241","High-street, Bloomsbury","crimeLocation"
"t18320216-22","t18320216-220-crimeloc1241","High-street, Bloomsbury","crimeLocation"
"t18320216-225","t18320216-225-crimeloc1268","Edmonton, near the Horse and Groom","crimeLocation"
"t18320216-22","t18320216-225-crimeloc1268","Edmonton, near the Horse and Groom","crimeLocation"
"t18311020-62","t18311020-62-crimeloc327","Farthing-street, Spitalfields","crimeLocation"
"t18311020-65","t18311020-65-crimeloc338","Holborn","crimeLocation"
"t18311020-70","t18311020-70-crimeloc365","Holborn","crimeLocation"
"t18311201-265","t18311201-265-crimeloc1412","Dorset-place","crimeLocation"
"t18311201-274","t18311201-274-crimeloc1460","Ratcliff-highway","crimeLocation"
"t18311201-276","t18311201-276-crimeloc1470","Somer's-town","crimeLocation"
"t18311201-277","t18311201-277-crimeloc1479","No. 16, Wych-street","crimeLocation"
"t18320105-61","t18320105-61-crimeloc343","Smithfield","crimeLocation"
"t18320105-63","t18320105-63-crimeloc355","Wimpole-street","crimeLocation"
"t18320105-66","t18320105-66-crimeloc369","King's-place, Commercial-road","crimeLocation"
"t18320105-68","t18320105-68-crimeloc379","Golden-lane","crimeLocation"
"t18320105-70","t18320105-70-crimeloc391","Oxford-street, Whitechapel","crimeLocation"
"t18320105-71","t18320105-71-crimeloc398","John-street","crimeLocation"
"t18320216-151","t18320216-151-crimeloc854","Little Moorfields","crimeLocation"
"t18320216-15","t18320216-151-crimeloc854","Little Moorfields","crimeLocation"
"t18320216-15","t18320216-152-crimeloc860","Great Tower-street","crimeLocation"
"t18320216-152","t18320216-152-crimeloc860","Great Tower-street","crimeLocation"
"t18320216-153","t18320216-153-crimeloc866","Ludgate-hill","crimeLocation"
"t18320216-15","t18320216-153-crimeloc866","Ludgate-hill","crimeLocation"
"t18320216-15","t18320216-155-crimeloc876","Farringdon-street","crimeLocation"
"t18320216-155","t18320216-155-crimeloc876","Farringdon-street","crimeLocation"
"t18320216-15","t18320216-156-crimeloc881","Fleet-street","crimeLocation"
"t18320216-156","t18320216-156-crimeloc881","Fleet-street","crimeLocation"
"t18320216-15","t18320216-156-crimeloc882","Cheapside","crimeLocation"
"t18320216-156","t18320216-156-crimeloc882","Cheapside","crimeLocation"
"t18311020-72","t18311020-72-crimeloc376","Cheapside","crimeLocation"
"t18311020-73","t18311020-73-crimeloc383","Holborn-hill","crimeLocation"
"t18311020-74","t18311020-74-crimeloc389","Salisbury Arms-yard","crimeLocation"
"t18311020-75","t18311020-75-crimeloc396","St. Pancras-place, Middlesex","crimeLocation"
"t18311020-85","t18311020-85-crimeloc454","Orchard-street","crimeLocation"
"t18311020-86","t18311020-86-crimeloc459","Ebury-street, Pimlico","crimeLocation"
"t18311201-290","t18311201-290-crimeloc1542","Cooper's-court, near the London-docks","crimeLocation"
"t18311201-291","t18311201-291-crimeloc1547","the Swedish Flag, at St. George's in the East","crimeLocation"
"t18311201-30","t18311201-30-crimeloc173","Newman-street","crimeLocation"
"t18311201-34","t18311201-34-crimeloc193","Dean-street, Soho","crimeLocation"
"t18320105-77","t18320105-77-crimeloc431","York-street, Westminster","crimeLocation"
"t18320105-79","t18320105-79-crimeloc444","Hackney-road","crimeLocation"
"t18320105-81","t18320105-81-crimeloc457","Tottenham Court-road","crimeLocation"
"t18320105-82","t18320105-82-crimeloc464","Shoreditch","crimeLocation"
"t18320105-84","t18320105-84-crimeloc477","Gore-lane, Kensington","crimeLocation"
"t18310908-405","t18310908-405-crimeloc2083","Pall-mall","crimeLocation"
"t18310908-409","t18310908-409-crimeloc2103","Charterhouse-lane","crimeLocation"
"t18310908-414","t18310908-414-crimeloc2130","Whitecross-street","crimeLocation"
"t18310908-419","t18310908-419-crimeloc2160","the City","crimeLocation"
"t18310908-419","t18310908-419-crimeloc2161","Hammersmith","crimeLocation"
"t18310908-45","t18310908-45-crimeloc270","Piccadilly","crimeLocation"
"t18310908-46","t18310908-46-crimeloc275","Back-hill","crimeLocation"
"t18310908-52","t18310908-52-crimeloc308","Chancery-lane","crimeLocation"
"t18311020-89","t18311020-89-crimeloc473","Marylebone-lane","crimeLocation"
"t18311020-91","t18311020-91-crimeloc485","Holborn","crimeLocation"
"t18311020-93","t18311020-93-crimeloc496","Aldgate","crimeLocation"
"t18311020-94","t18311020-94-crimeloc502","Holborn-bridge","crimeLocation"
"t18311020-97","t18311020-97-crimeloc519","Golden-lane, Barbican","crimeLocation"
"t18311020-98","t18311020-98-crimeloc524","St. Paul's","crimeLocation"
"t18311201-38","t18311201-38-crimeloc213","Jermyn-street","crimeLocation"
"t18311201-39","t18311201-39-crimeloc219","Raggett's-hotel, Davies-street","crimeLocation"
"t18311201-40","t18311201-40-crimeloc224","No. 60, Monmouth-street, St. Giles'","crimeLocation"
"t18311201-41","t18311201-41-crimeloc229","Wharf-road, City-road","crimeLocation"
"t18311201-42","t18311201-42-crimeloc235","Great Russell-street","crimeLocation"
"t18311201-43","t18311201-43-crimeloc241","the Turk's Head, in the Haymarket","crimeLocation"
"t18320105-85","t18320105-85-crimeloc483","Fox-lane, Shadwell","crimeLocation"
"t18320105-86","t18320105-86-crimeloc489","North-street, Bethnal-green","crimeLocation"
"t18320105-93","t18320105-93-crimeloc535","Newcastle-court","crimeLocation"
"t18320105-94","t18320105-94-crimeloc541","Ratcliff-highway","crimeLocation"
"t18320105-97","t18320105-97-crimeloc559","Vine Inn, Bishopsgate-street","crimeLocation"
"t18320216-105","t18320216-105-crimeloc580","Swan-street, Minories","crimeLocation"
"t18310908-54","t18310908-54-crimeloc320","High-street, Shadwell","crimeLocation"
"t18310908-56","t18310908-56-crimeloc328","Connaught-terrace","crimeLocation"
"t18310908-58","t18310908-58-crimeloc340","Hyde-park","crimeLocation"
"t18310908-60","t18310908-60-crimeloc352","Blackfriarsbridge","crimeLocation"
"t18310908-61","t18310908-61-crimeloc357","Smithfield","crimeLocation"
"t18311020-99","t18311020-99-crimeloc529","King-street, Smithfield","crimeLocation"
"t18311201-100","t18311201-100-crimeloc548","Goswell-street","crimeLocation"
"t18311201-103","t18311201-103-crimeloc560","Chelsea","crimeLocation"
"t18311201-104","t18311201-104-crimeloc566","the York Hotel, in Albemarle-street","crimeLocation"
"t18311201-106","t18311201-106-crimeloc577","Kentish-town","crimeLocation"
"t18311201-48","t18311201-48-crimeloc267","Stratton-street","crimeLocation"
"t18311201-48","t18311201-48-crimeloc268","Glasgow-wharf","crimeLocation"
"t18311201-52","t18311201-52-crimeloc291","Westbourngreen","crimeLocation"
"t18311201-53","t18311201-53-crimeloc296","Lincoln's Inn Old-square","crimeLocation"
"t18311201-60","t18311201-60-crimeloc335","Cooper-street, City-road","crimeLocation"
"t18321129-13","t18321129-137-crimeloc774","Osborne-street, Whitechapel","crimeLocation"
"t18321129-137","t18321129-137-crimeloc774","Osborne-street, Whitechapel","crimeLocation"
"t18330704-7","t18330704-70-crimeloc351","Fleet-street","crimeLocation"
"t18330704-70","t18330704-70-crimeloc351","Fleet-street","crimeLocation"
"t18330905-30","t18330905-30-crimeloc174","Horse-guards","crimeLocation"
"t18330905-31","t18330905-31-crimeloc182","Holborn","crimeLocation"
"t18330905-32","t18330905-32-crimeloc188","Drury-lane","crimeLocation"
"t18330905-32","t18330905-32-crimeloc195","Ship Tavern, Aldersgate-street","crimeLocation"
"t18330905-33","t18330905-33-crimeloc202","George Inn, Enfield","crimeLocation"
"t18330905-35","t18330905-35-crimeloc213","Drury-lane","crimeLocation"
"t18330905-38","t18330905-38-crimeloc230","Belle Sauvage","crimeLocation"
"t18331128-101","t18331128-101-crimeloc577","St. Mary-le-Bow","crimeLocation"
"t18331128-10","t18331128-101-crimeloc577","St. Mary-le-Bow","crimeLocation"
"t18331128-10","t18331128-105-crimeloc594","Paul-street","crimeLocation"
"t18331128-105","t18331128-105-crimeloc594","Paul-street","crimeLocation"
"t18331128-108","t18331128-108-crimeloc609","Great Russell-street","crimeLocation"
"t18331128-10","t18331128-108-crimeloc609","Great Russell-street","crimeLocation"
"t18331128-109","t18331128-109-crimeloc622","Brunswick-parade, Islington","crimeLocation"
"t18331128-10","t18331128-109-crimeloc622","Brunswick-parade, Islington","crimeLocation"
"t18330411-82","t18330411-82-crimeloc463","New-road","crimeLocation"
"t18330411-83","t18330411-83-crimeloc468","High-street, Shadwell","crimeLocation"
"t18330411-86","t18330411-86-crimeloc482","Oxford-street","crimeLocation"
"t18330411-89","t18330411-89-crimeloc497","Wych-street","crimeLocation"
"t18330411-90","t18330411-90-crimeloc503","Bainbridge-street","crimeLocation"
"t18330411-91","t18330411-91-crimeloc509","Skinner-street, Snow-hill","crimeLocation"
"t18330704-7","t18330704-71-crimeloc358","Cheapside","crimeLocation"
"t18330704-71","t18330704-71-crimeloc358","Cheapside","crimeLocation"
"t18330704-7","t18330704-72-crimeloc365","Ludgate-hill","crimeLocation"
"t18330704-72","t18330704-72-crimeloc365","Ludgate-hill","crimeLocation"
"t18330704-79","t18330704-79-crimeloc398","Farringdon-street","crimeLocation"
"t18330704-7","t18330704-79-crimeloc398","Farringdon-street","crimeLocation"
"t18330704-8","t18330704-8-crimeloc46","Circus, Piccadilly","crimeLocation"
"t18330704-85","t18330704-85-crimeloc423","Christ-church","crimeLocation"
"t18330704-8","t18330704-85-crimeloc423","Christ-church","crimeLocation"
"t18330704-85","t18330704-85-crimeloc424","Butcher-hall-lane","crimeLocation"
"t18330704-8","t18330704-85-crimeloc424","Butcher-hall-lane","crimeLocation"
"t18330704-8","t18330704-87-crimeloc436","London-bridge","crimeLocation"
"t18330704-87","t18330704-87-crimeloc436","London-bridge","crimeLocation"
"t18330905-40","t18330905-40-crimeloc242","Tavistock-square","crimeLocation"
"t18330905-43","t18330905-43-crimeloc260","Dorset-place, Dorset-square","crimeLocation"
"t18330905-43","t18330905-43-crimeloc266","Paddington-street","crimeLocation"
"t18330905-52","t18330905-52-crimeloc309","Rose-street, Long-acre","crimeLocation"
"t18330905-56","t18330905-56-crimeloc331","Prospect-place, Edgeware-road","crimeLocation"
"t18330905-57","t18330905-57-crimeloc336","High-street, Hampstead","crimeLocation"
"t18331128-134","t18331128-134-crimeloc749","Dorset-street, Manchester-square","crimeLocation"
"t18331128-135","t18331128-135-crimeloc756","Ebenezer-square, in the city","crimeLocation"
"t18331128-137","t18331128-137-crimeloc765","Holborn","crimeLocation"
"t18331128-139","t18331128-139-crimeloc778","Hedge-row, Islington","crimeLocation"
"t18330411-93","t18330411-93-crimeloc520","Chancery-lane","crimeLocation"
"t18330411-97","t18330411-97-crimeloc541","Dowgate-hill","crimeLocation"
"t18330411-99","t18330411-99-crimeloc552","Cheapside","crimeLocation"
"t18330516-101","t18330516-101-crimeloc523","Horse and Groom-yard, St. John-street","crimeLocation"
"t18330516-10","t18330516-101-crimeloc523","Horse and Groom-yard, St. John-street","crimeLocation"
"t18330704-88","t18330704-88-crimeloc442","Ludgate-hill","crimeLocation"
"t18330704-8","t18330704-88-crimeloc442","Ludgate-hill","crimeLocation"
"t18330704-92","t18330704-92-crimeloc462","St. Bridget, alias St. Bride's","crimeLocation"
"t18330817-12","t18330817-12-crimeloc61","St. Pancras","crimeLocation"
"t18330817-13","t18330817-13-crimeloc67","Copenhagen-street","crimeLocation"
"t18330817-14","t18330817-14-crimeloc72","Edgeware-road","crimeLocation"
"t18330905-58","t18330905-58-crimeloc342","Strand","crimeLocation"
"t18330905-60","t18330905-60-crimeloc351","St. Mary-le-Bow","crimeLocation"
"t18330905-63","t18330905-63-crimeloc370","Fore-street, Cripplegate","crimeLocation"
"t18331128-160","t18331128-160-crimeloc893","Bryanstone-square, in the parish of St. Marylebone","crimeLocation"
"t18331128-161","t18331128-161-crimeloc899","Little Arthur-street, Goswell-street, in the183311280118parish of St. Luke","crimeLocation"
"t18331128-166","t18331128-166-crimeloc929","Upper Chapman-street, Cannon-street-road, in the parish of St. George","crimeLocation"
"t18331128-171","t18331128-171-crimeloc952","Lower West-street, Smithfield-bars","crimeLocation"
"t18330516-104","t18330516-104-crimeloc539","No. 17, Broad-street, Golden-square","crimeLocation"
"t18330516-10","t18330516-104-crimeloc539","No. 17, Broad-street, Golden-square","crimeLocation"
"t18330516-10","t18330516-107-crimeloc555","Whitecross-street","crimeLocation"
"t18330516-107","t18330516-107-crimeloc555","Whitecross-street","crimeLocation"
"t18330516-108","t18330516-108-crimeloc560","George-yard","crimeLocation"
"t18330516-10","t18330516-108-crimeloc560","George-yard","crimeLocation"
"t18330817-15","t18330817-15-crimeloc79","Church-street, Bethnal-green","crimeLocation"
"t18330817-17","t18330817-17-crimeloc89","Sussex-street","crimeLocation"
"t18330817-18","t18330817-18-crimeloc95","Shoreditch","crimeLocation"
"t18330817-26","t18330817-26-crimeloc129","Chiswell-street","crimeLocation"
"t18330905-67","t18330905-67-crimeloc391","Goulston-street","crimeLocation"
"t18330905-68","t18330905-68-crimeloc397","King's Head-court","crimeLocation"
"t18330905-69","t18330905-69-crimeloc404","Church-street, Mile-end New-town","crimeLocation"
"t18331128-11","t18331128-11-crimeloc74","New-street, in the parish of St. Martin-in-the-Fields","crimeLocation"
"t18331128-110","t18331128-110-crimeloc629","Chiswell-street towards Finsbury-square","crimeLocation"
"t18331128-11","t18331128-110-crimeloc629","Chiswell-street towards Finsbury-square","crimeLocation"
"t18331128-11","t18331128-116-crimeloc660","White Hart, Aylesbury-street","crimeLocation"
"t18331128-116","t18331128-116-crimeloc660","White Hart, Aylesbury-street","crimeLocation"
"t18331128-11","t18331128-118-crimeloc670","Commercial-road","crimeLocation"
"t18331128-118","t18331128-118-crimeloc670","Commercial-road","crimeLocation"
"t18331128-120","t18331128-120-crimeloc681","Willow-walk","crimeLocation"
"t18330516-119","t18330516-119-crimeloc614","Long-alley in Crown-street","crimeLocation"
"t18330516-124","t18330516-124-crimeloc634","Fenchurch-street","crimeLocation"
"t18330817-29","t18330817-29-crimeloc144","Oxford-street","crimeLocation"
"t18330817-30","t18330817-30-crimeloc150","Brunswick-place, Ball's-pond-road, in the parish of St. Mary, Islington","crimeLocation"
"t18330817-31","t18330817-31-crimeloc156","Goldsmith's-arms, Goldsmith's-terrace, Hackney-road","crimeLocation"
"t18330905-76","t18330905-76-crimeloc440","Well-street","crimeLocation"
"t18280911-176","t18280911-176-crimeloc901","Marshal-street, Golden-square","crimeLocation"
"t18280911-93","t18280911-93-crimeloc480","St. John-street","crimeLocation"
"t18281023-100","t18281023-100-crimeloc588","St. John's-wood","crimeLocation"
"t18281023-101","t18281023-101-crimeloc597","Well-street, Hackney","crimeLocation"
"t18281023-106","t18281023-106-crimeloc623","Oxford-street","crimeLocation"
"t18281023-108","t18281023-108-crimeloc634","Ratcliff-cross","crimeLocation"
"t18281023-11","t18281023-11-crimeloc76","Mark-lane","crimeLocation"
"t18281023-53","t18281023-53-crimeloc327","Fleet-street","crimeLocation"
"t18281023-57","t18281023-57-crimeloc351","Liverpool-street","crimeLocation"
"t18281023-63","t18281023-63-crimeloc381","St. Martin, Ludgate","crimeLocation"
"t18281023-63","t18281023-63-crimeloc384","Ludgate-street","crimeLocation"
"t18281023-64","t18281023-64-crimeloc391","Minories","crimeLocation"
"t18281023-68","t18281023-68-crimeloc416","Cornhill","crimeLocation"
"t18281204-90","t18281204-90-crimeloc472","Phillips-street, Kingsland-road","crimeLocation"
"t18281204-96","t18281204-96-crimeloc507","Charlton-street, Somer's-town","crimeLocation"
"t18281204-99","t18281204-99-crimeloc523","Wapping","crimeLocation"
"t18290115-1","t18290115-1-crimeloc3","Princes-place, Westminster","crimeLocation"
"t18290115-10","t18290115-10-crimeloc46","Holborn","crimeLocation"
"t18290115-1","t18290115-10-crimeloc46","Holborn","crimeLocation"
"t18280911-192","t18280911-192-crimeloc986","No. 5, Thrawl-street, Spitalfields","crimeLocation"
"t18280911-193","t18280911-193-crimeloc991","Long-alley","crimeLocation"
"t18280911-199","t18280911-199-crimeloc1021","White Horse-street, Stepney","crimeLocation"
"t18280911-20","t18280911-200-crimeloc1027","Ratcliff-highway","crimeLocation"
"t18280911-200","t18280911-200-crimeloc1027","Ratcliff-highway","crimeLocation"
"t18280911-20","t18280911-206-crimeloc1059","Pleasant-row, Mile-and Old-town, Stepney","crimeLocation"
"t18280911-206","t18280911-206-crimeloc1059","Pleasant-row, Mile-and Old-town, Stepney","crimeLocation"
"t18280911-210","t18280911-210-crimeloc1080","Well-street, Oxford-street","crimeLocation"
"t18281023-11","t18281023-110-crimeloc650","Globe public-house, Mile-end","crimeLocation"
"t18281023-110","t18281023-110-crimeloc650","Globe public-house, Mile-end","crimeLocation"
"t18281023-11","t18281023-119-crimeloc710","Turk-street, Bethnal-green","crimeLocation"
"t18281023-119","t18281023-119-crimeloc710","Turk-street, Bethnal-green","crimeLocation"
"t18281023-12","t18281023-12-crimeloc81","Holborn-hill","crimeLocation"
"t18281023-120","t18281023-120-crimeloc719","Rathbone-place","crimeLocation"
"t18281023-12","t18281023-120-crimeloc719","Rathbone-place","crimeLocation"
"t18281023-12","t18281023-121-crimeloc724","Matthew's-place, Hackney-road","crimeLocation"
"t18281023-121","t18281023-121-crimeloc724","Matthew's-place, Hackney-road","crimeLocation"
"t18281023-79","t18281023-79-crimeloc469","Racquet-court, Fleet-street","crimeLocation"
"t18281023-8","t18281023-8-crimeloc55","Snow-hill","crimeLocation"
"t18281023-80","t18281023-80-crimeloc474","Basing-lane","crimeLocation"
"t18281023-8","t18281023-80-crimeloc474","Basing-lane","crimeLocation"
"t18281023-81","t18281023-81-crimeloc480","Bishopsgate-street Within","crimeLocation"
"t18281023-8","t18281023-81-crimeloc480","Bishopsgate-street Within","crimeLocation"
"t18281023-82","t18281023-82-crimeloc486","Poultry","crimeLocation"
"t18281023-8","t18281023-82-crimeloc486","Poultry","crimeLocation"
"t18290115-101","t18290115-101-crimeloc515","Hilton, in the parish of Isleworth","crimeLocation"
"t18290115-10","t18290115-101-crimeloc515","Hilton, in the parish of Isleworth","crimeLocation"
"t18290115-1","t18290115-101-crimeloc515","Hilton, in the parish of Isleworth","crimeLocation"
"t18290115-10","t18290115-102-crimeloc522","Uxbridge","crimeLocation"
"t18290115-1","t18290115-102-crimeloc522","Uxbridge","crimeLocation"
"t18290115-102","t18290115-102-crimeloc522","Uxbridge","crimeLocation"
"t18290115-10","t18290115-105-crimeloc540","John-street, Minories","crimeLocation"
"t18290115-105","t18290115-105-crimeloc540","John-street, Minories","crimeLocation"
"t18290115-1","t18290115-105-crimeloc540","John-street, Minories","crimeLocation"
"t18290115-106","t18290115-106-crimeloc547","Fleet-street","crimeLocation"
"t18290115-10","t18290115-106-crimeloc547","Fleet-street","crimeLocation"
"t18290115-1","t18290115-106-crimeloc547","Fleet-street","crimeLocation"
"t18290115-107","t18290115-107-crimeloc552","Holborn-hill","crimeLocation"
"t18290115-10","t18290115-107-crimeloc552","Holborn-hill","crimeLocation"
"t18290115-1","t18290115-107-crimeloc552","Holborn-hill","crimeLocation"
"t18280911-22","t18280911-22-crimeloc109","Newgate-market","crimeLocation"
"t18280911-226","t18280911-226-crimeloc1154","Eagle-street, Red Lion-square","crimeLocation"
"t18280911-22","t18280911-226-crimeloc1154","Eagle-street, Red Lion-square","crimeLocation"
"t18280911-22","t18280911-228-crimeloc1167","Charlotte-street Fitzroy-square","crimeLocation"
"t18280911-228","t18280911-228-crimeloc1167","Charlotte-street Fitzroy-square","crimeLocation"
"t18280911-230","t18280911-230-crimeloc1180","Regent-crescent","crimeLocation"
"t18281023-122","t18281023-122-crimeloc731","Goswell-road","crimeLocation"
"t18281023-12","t18281023-122-crimeloc731","Goswell-road","crimeLocation"
"t18281023-123","t18281023-123-crimeloc737","Cleveland-street, St. Pancras","crimeLocation"
"t18281023-12","t18281023-123-crimeloc737","Cleveland-street, St. Pancras","crimeLocation"
"t18281023-13","t18281023-13-crimeloc88","Castle-street, Falcon-square","crimeLocation"
"t18281023-130","t18281023-130-crimeloc773","Crown public-house, at Mile-end","crimeLocation"
"t18281023-13","t18281023-130-crimeloc773","Crown public-house, at Mile-end","crimeLocation"
"t18281023-134","t18281023-134-crimeloc794","Red Lion-court","crimeLocation"
"t18281023-13","t18281023-134-crimeloc794","Red Lion-court","crimeLocation"
"t18281023-92","t18281023-92-crimeloc542","Commercial-road","crimeLocation"
"t18281204-1","t18281204-1-crimeloc4","No. 52, Lincoln's Inn-fields","crimeLocation"
"t18290115-113","t18290115-113-crimeloc582","Drury-lane","crimeLocation"
"t18290115-1","t18290115-113-crimeloc582","Drury-lane","crimeLocation"
"t18290115-114","t18290115-114-crimeloc588","Edward-street, Sander's-gardens","crimeLocation"
"t18290115-1","t18290115-114-crimeloc588","Edward-street, Sander's-gardens","crimeLocation"
"t18290115-1","t18290115-115-crimeloc593","Whitechapel","crimeLocation"
"t18290115-115","t18290115-115-crimeloc593","Whitechapel","crimeLocation"
"t18290115-117","t18290115-117-crimeloc604","Holloway","crimeLocation"
"t18290115-1","t18290115-117-crimeloc604","Holloway","crimeLocation"
"t18280911-233","t18280911-233-crimeloc1196","Highgate","crimeLocation"
"t18280911-241","t18280911-241-crimeloc1234","St. Pancras","crimeLocation"
"t18280911-248","t18280911-248-crimeloc1273","George-street, at the top of Holborn","crimeLocation"
"t18280911-261","t18280911-261-crimeloc1341","Wardour-street","crimeLocation"
"t18280911-266","t18280911-266-crimeloc1368","Field-alley, Shadwell-market","crimeLocation"
"t18280911-267","t18280911-267-crimeloc1374","Hornsey-road","crimeLocation"
"t18281023-13","t18281023-138-crimeloc822","Tottenham-court-road","crimeLocation"
"t18281023-138","t18281023-138-crimeloc822","Tottenham-court-road","crimeLocation"
"t18300218-14","t18300218-147-crimeloc821","Sweeting's-alley, Royal-Exchange","crimeLocation"
"t18300218-147","t18300218-147-crimeloc825","Sweeting's-alley","crimeLocation"
"t18300218-14","t18300218-147-crimeloc825","Sweeting's-alley","crimeLocation"
"t18300218-148","t18300218-148-crimeloc831","Poultry","crimeLocation"
"t18300218-14","t18300218-148-crimeloc831","Poultry","crimeLocation"
"t18300218-15","t18300218-150-crimeloc840","Abchurch-yard","crimeLocation"
"t18300218-150","t18300218-150-crimeloc840","Abchurch-yard","crimeLocation"
"t18300415-2","t18300415-207-crimeloc1154","Chiswell-street","crimeLocation"
"t18300415-207","t18300415-207-crimeloc1154","Chiswell-street","crimeLocation"
"t18300415-2","t18300415-208-crimeloc1159","Blenheim-steps, Marlborough-street","crimeLocation"
"t18300415-208","t18300415-208-crimeloc1159","Blenheim-steps, Marlborough-street","crimeLocation"
"t18300415-2","t18300415-209-crimeloc1166","Regent-street","crimeLocation"
"t18300415-209","t18300415-209-crimeloc1166","Regent-street","crimeLocation"
"t18300415-2","t18300415-213-crimeloc1183","Wimpole-street to Oxford-street","crimeLocation"
"t18300415-213","t18300415-213-crimeloc1183","Wimpole-street to Oxford-street","crimeLocation"
"t18300415-307","t18300415-307-crimeloc1672","George-court, Strand","crimeLocation"
"t18300415-308","t18300415-308-crimeloc1679","Isleworth","crimeLocation"
"t18300415-309","t18300415-309-crimeloc1685","Brook-street, Stepney","crimeLocation"
"t18300415-31","t18300415-31-crimeloc185","Sun-street. St. Botolph without, Bishopsgate","crimeLocation"
"t18300114-194","t18300114-194-crimeloc1035","No. 6. Haberdasher-street, Hoxton","crimeLocation"
"t18300114-196","t18300114-196-crimeloc1046","St. Giles'","crimeLocation"
"t18300114-203","t18300114-203-crimeloc1082","Rose-street, Covent-garden","crimeLocation"
"t18300218-15","t18300218-151-crimeloc847","Eastcheap","crimeLocation"
"t18300218-151","t18300218-151-crimeloc847","Eastcheap","crimeLocation"
"t18300218-15","t18300218-153-crimeloc859","sign of the Rose","crimeLocation"
"t18300218-153","t18300218-153-crimeloc859","sign of the Rose","crimeLocation"
"t18300218-156","t18300218-156-crimeloc875","Redcross-square","crimeLocation"
"t18300218-15","t18300218-156-crimeloc875","Redcross-square","crimeLocation"
"t18300218-16","t18300218-16-crimeloc93","Skinner-street","crimeLocation"
