ID,CRIME_LOCATION,DEFENDANT_HOME
t18380917-2097,,
t18380917-2098,,
t18380917-2102,,
t18380917-2108,,
t18380917-2113,,
t18380917-2115,,
t18380917-2116,,
t18380917-2121,,
t18380917-2124,,
t18380917-2129,,
t18380917-2134,,
t18380917-2140,,
t18380917-2145,,
t18380917-2147,,
t18380917-2148,,
t18380917-2150,,
t18380917-2151,,
t18380917-2154,,
t18380917-2155,,
t18380917-2160,,
t18380917-2162,,
t18380917-2166,,
t18380917-2170,,
t18380917-2176,,
t18380917-2182,,
t18380917-2185,,
t18380917-2191,,
t18380917-2195,,
t18380917-2196,,
t18380917-2199,,
t18380917-2200,,
t18380917-2203,,
t18380917-2204,,
t18380917-2205,,
t18380917-2207,,
t18380917-2210,,
t18380917-2213,,
t18380917-2214,,
t18380917-2215,,
t18380917-2216,,
t18380917-2221,,
t18380917-2229,,
t18380917-2231,,
t18380917-2232,,
t18380917-2236,,
t18380917-2248,,
t18380917-2250,,
t18380917-2254,,
t18381022-2255,,
t18381022-2256,,
t18381022-2257,,
t18381022-2258,,
t18381022-2261,,
t18381022-2263,,
t18381022-2266,,
t18381022-2267,,
t18381022-2269,,
t18381022-2275,,
t18381022-2280,,
t18381022-2285,,
t18381022-2286,,
t18381022-2288,,
t18381022-2289,,
t18381022-2293,,
t18381022-2295,,
t18381022-2297,,
t18381022-2299,,
t18381022-2302,,
t18381022-2304,,
t18381022-2308,,
t18381022-2310,,
t18381022-2311,,
t18381022-2316,,
t18381022-2317,,
t18381022-2319,,
t18381022-2321,,
t18381022-2324,,
t18381022-2325,,
t18381022-2327,,
t18381022-2331,,
t18381022-2332,,
t18381022-2333,,
t18381022-2334,,
t18381022-2336,,
t18381022-2337,,
t18381022-2339,,
t18381022-2340,,
t18381022-2342,,
t18381022-2346,,
t18381022-2348,,
t18381022-2350,,
t18381022-2351,,
t18381022-2352,,
t18381022-2357,,
t18381022-2362,,
t18381022-2363,,
t18381022-2365,,
t18381022-2366,,
t18381022-2368,,
t18381022-2377,,
t18381022-2378,,
t18381022-2379,,
t18381022-2382,,
t18381022-2393,,
t18381022-2395,,
t18381022-2397,,
t18381022-2399,,
t18381022-2405,,
t18381022-2406,,
t18381022-2408,,
t18381022-2409,,
t18381022-2413,,
t18381022-2418,,
t18381022-2427,,
t18381022-2428,,
t18381022-2432,,
t18381022-2433,,
t18381022-2441,,
t18381022-2442,,
t18381022-2455,,
t18381022-2459,,
t18381022-2466,,
t18381022-2468,,
t18381022-2472,,
t18381022-2477,,
t18381022-2478,,
t18381022-2481,,
t18381022-2488,,
t18381022-2492,,
t18381126-10,,
t18381126-10a,,
t18381126-11,,
t18381126-119,,
t18381126-120,,
t18381126-122,,
t18381126-123,,
t18381126-125,,
t18381126-128,,
t18381126-130,,
t18381126-131,,
t18381126-132,,
t18381126-133,,
t18381126-134,,
t18381126-14,,
t18381126-146,,
t18381126-155,,
t18381126-158,,
t18381126-163,,
t18381126-171,,
t18381126-172,,
t18381126-175,,
t18381126-176,,
t18381126-179,,
t18381126-181,,
t18381126-182,,
t18381126-187,,
t18381126-190,,
t18381126-191,,
t18381126-192,,
t18381126-193,,
t18381126-20,,
t18381126-200,,
t18381126-204,,
t18381126-206,,
t18381126-208,,
t18381126-222,,
t18381126-227,,
t18381126-23,,
t18381126-233,,
t18381126-236,,
t18381126-237,,
t18381126-239,,
t18381126-245,,
t18381126-246,,
t18381126-25,,
t18381126-256,,
t18381126-258,,
t18381126-263,,
t18381126-33,,
t18381126-36,,
t18381126-4,,
t18381126-41,,
t18381126-47,,
t18381126-48,,
t18381126-50,,
t18381126-53,,
t18381126-54,,
t18381126-56,,
t18381126-57,,
t18381126-62,,
t18381126-65,,
t18381126-66,,
t18381126-73,,
t18381126-80,,
t18381126-83,,
t18381126-88,,
t18381126-90,,
t18381126-97,,
t18381126-98,,
t18381217-267,,
t18381217-268,,
t18381217-272,,
t18381217-278,,
t18381217-283,,
t18381217-286,,
t18381217-287,,
t18381217-288,,
t18381217-290,,
t18381217-297,,
t18381217-300,,
t18381217-301,,
t18381217-302,,
t18381217-312,,
t18381217-330,,
t18381217-333,,
t18381217-336,,
t18381217-337,,
t18381217-345,,
t18381217-348,,
t18381217-349,,
t18381217-350,,
t18381217-351,,
t18381217-353,,
t18381217-356,,
t18381217-357,,
t18381217-358,,
t18381217-362,,
t18381217-365,,
t18381217-371,,
t18381217-372,,
t18381217-376,,
t18381217-384,,
t18381217-386,,
t18381217-389,,
t18381217-392,,
t18381217-396,,
t18381217-397,,
t18381217-398,,
t18381217-401,,
t18381217-405,,
t18381217-407,,
t18381217-410,,
t18381217-411,,
t18381217-412,,
t18381217-417,,
t18381217-419,,
t18381231-421,,
t18381231-425,,
t18381231-436,,
t18381231-438,,
t18381231-442,,
t18381231-450,,
t18381231-452,,
t18381231-457,,
t18381231-462,,
t18381231-466,,
t18381231-468,,
t18381231-484,,
t18381231-489,,
t18381231-493,,
t18381231-495,,
t18381231-496,,
t18381231-502,,
t18381231-503,,
t18381231-512,,
t18381231-515,,
t18381231-517,,
t18381231-518,,
t18381231-521,,
t18390204-536,,
t18390204-537,,
t18390204-538,,
t18390204-539,,
t18390204-542,,
t18390204-543,,
t18390204-547,,
t18390204-548,,
t18390204-549,,
t18390204-550,,
t18390204-551,,
t18390204-552,,
t18390204-553,,
t18390204-559,,
t18390204-561,,
t18390204-562,,
t18390204-566,,
t18390204-567,,
t18390204-568,,
t18390204-573,,
t18390204-577,,
t18390204-578,,
t18390204-585,,
t18390204-595,,
t18390204-597,,
t18390204-606,,
t18390204-612,,
t18390204-613,,
t18390204-619,,
t18390204-634,,
t18390204-635,,
t18390204-637,,
t18390204-640,,
t18390204-642,,
t18390204-644,,
t18390204-645,,
t18390204-650,,
t18390204-651,,
t18390204-656,,
t18390204-659,,
t18390204-674,,
t18390204-678,,
t18390204-682,,
t18390204-687,,
t18390204-688,,
t18390204-695,,
t18390204-701,,
t18390204-703,,
t18390204-704,,
t18390204-712,,
t18390204-714,,
t18390204-715,,
t18390204-723,,
t18390204-735,,
t18390204-736,,
t18390204-741,,
t18390204-744,,
t18390204-782,,
t18390204-783,,
t18390204-792,,
t18390204-795,,
t18390204-796,,
t18390204-799,,
t18390204-800,,
t18390204-802,,
t18390204-803,,
t18390204-805,,
t18390204-807,,
t18390204-814,,
t18390204-815,,
t18390204-816,,
t18390204-817,,
t18390204-832,,
t18390204-839,,
t18390204-849,,
t18390204-852,,
t18390204-853,,
t18390204-856,,
t18390204-860,,
t18390204-862,,
t18390204-864,,
t18390204-868,,
t18390204-869,,
t18390204-876,,
t18390304-1003,,
t18390304-1014,,
t18390304-1015,,
t18390304-1016,,
t18390304-1022,,
t18390304-1024,,
t18390304-1025,,
t18390304-1027,,
t18390304-1029,,
t18390304-1031,,
t18390304-1032,,
t18390304-1033,,
t18390304-1035,,
t18390304-1037,,
t18390304-1038,,
t18390304-1044,,
t18390304-1046,,
t18390304-1048,,
t18390304-1049,,
t18390304-1050,,
t18390304-1058,,
t18390304-1060,,
t18390304-1063,,
t18390304-1071,,
t18390304-1079,,
t18390304-1093,,
t18390304-1094,,
t18390304-1096,,
t18390304-1099,,
t18390304-1113,,
t18390304-1114,,
t18390304-1115,,
t18390304-1116,,
t18390304-1120,,
t18390304-1121,,
t18390304-1122,,
t18390304-1124,,
t18390304-1128,,
t18390304-1133,,
t18390304-1134,,
t18390304-1147,,
t18390304-882,,
t18390304-884,,
t18390304-885,,
t18390304-886,,
t18390304-888,,
t18390304-893,,
t18390304-897,,
t18390304-898,,
t18390304-900,,
t18390304-906,,
t18390304-908,,
t18390304-911,,
t18390304-918,,
t18390304-919,,
t18390304-922,,
t18390304-929,,
t18390304-930,,
t18390304-931,,
t18390304-937,,
t18390304-939,,
t18390304-942,,
t18390304-944,,
t18390304-946,,
t18390304-947,,
t18390304-951,,
t18390304-955,,
t18390304-957,,
t18390304-958,,
t18390304-962,,
t18390304-964,,
t18390304-972,,
t18390304-980,,
t18390304-982,,
t18390304-983,,
t18390304-987,,
t18390304-988,,
t18390304-989,,
t18390304-992,,
t18390304-993,,
t18390304-997,,
t18390304-999,,
t18390408-1154,,
t18390408-1160,,
t18390408-1161,,
t18390408-1167,,
t18390408-1168,,
t18390408-1169,,
t18390408-1174,,
t18390408-1181,,
t18390408-1182,,
t18390408-1183,,
t18390408-1184,,
t18390408-1186,,
t18390408-1191,,
t18390408-1195,,
t18390408-1199,,
t18390408-1202,,
t18390408-1206,,
t18390408-1209,,
t18390408-1210,,
t18390408-1211,,
t18390408-1213,,
t18390408-1215,,
t18390408-1219,,
t18390408-1225,,
t18390408-1227,,
t18390408-1229,,
t18390408-1230,,
t18390408-1234,,
t18390408-1237,,
t18390408-1241,,
t18390408-1242,,
t18390408-1244,,
t18390408-1249,,
t18390408-1250,,
t18390408-1251,,
t18390408-1254,,
t18390408-1259,,
t18390408-1263,,
t18390408-1264,,
t18390408-1265,,
t18390408-1266,,
t18390408-1275,,
t18390408-1276,,
t18390408-1277,,
t18390408-1278,,
t18390408-1281,,
t18390408-1282,,
t18390408-1283,,
t18390408-1285,,
t18390408-1288,,
t18390408-1291,,
t18390408-1293,,
t18390408-1295,,
t18390408-1296,,
t18390408-1300,,
t18390408-1303,,
t18390408-1306,,
t18390408-1308,,
t18390408-1317,,
t18390408-1319,,
t18390408-1320,,
t18390408-1324,,
t18390408-1325,,
t18390408-1335,,
t18390408-1343,,
t18390408-1350a,,
t18390408-1353,,
t18390408-1357,,
t18390408-1362,,
t18390408-1365a,,
t18390408-1371,,
t18390408-1372,,
t18390408-1378,,
t18390408-1381,,
t18390408-1383,,
t18390408-1384,,
t18390408-1389,,
t18390408-1405,,
t18390408-1416,,
t18390408-1418,,
t18390408-1423,,
t18390408-1425,,
t18390408-1426,,
t18390408-1430,,
t18390408-1432,,
t18390408-1437,,
t18390408-1439,,
t18390408-1448,,
t18390408-1450,,
t18390408-1452,,
t18390408-1456,,
t18390408-1459,,
t18390408-1462,,
t18390408-1464,,
t18390408-1469,,
t18390513-1474,,
t18390513-1476,,
t18390513-1477,,
t18390513-1479,,
t18390513-1485,,
t18390513-1486,,
t18390513-1491,,
t18390513-1495,,
t18390513-1496,,
t18390513-1500,,
t18390513-1501,,
t18390513-1502,,
t18390513-1506,,
t18390513-1513,,
t18390513-1514,,
t18390513-1520,,
t18390513-1523,,
t18390513-1529,,
t18390513-1530,,
t18390513-1532,,
t18390513-1534,,
t18390513-1536,,
t18390513-1543,,
t18390513-1552,,
t18390513-1554,,
t18390513-1557,,
t18390513-1558,,
t18390513-1563,,
t18390513-1565,,
t18390513-1570,,
t18390513-1572,,
t18390513-1573,,
t18390513-1576,,
t18390513-1578,,
t18390513-1580,,
t18390513-1583,,
t18390513-1584,,
t18390513-1590,,
t18390513-1602,,
t18390513-1604,,
t18390513-1609,,
t18390513-1612,,
t18390513-1614,,
t18390513-1618,,
t18390513-1620,,
t18390513-1621,,
t18390513-1626,,
t18390513-1636,,
t18390513-1640,,
t18390513-1643,,
t18390513-1644,,
t18390513-1646,,
t18390513-1649,,
t18390513-1652,,
t18390513-1657,,
t18390513-1658,,
t18390513-1665,,
t18390513-1666,,
t18390513-1668,,
t18390513-1670,,
t18390513-1674,,
t18390513-1689,,
t18390513-1694,,
t18390513-1696,,
t18390513-1699,,
t18390513-1712,,
t18390617-1720,,
t18390617-1724,,
t18390617-1730,,
t18390617-1731,,
t18390617-1732,,
t18390617-1733,,
t18390617-1735,,
t18390617-1736,,
t18390617-1743,,
t18390617-1749,,
t18390617-1751,,
t18390617-1752,,
t18390617-1754,,
t18390617-1755,,
t18390617-1756,,
t18390617-1757,,
t18390617-1758,,
t18390617-1761,,
t18390617-1763,,
t18390617-1766,,
t18390617-1767,,
t18390617-1769,,
t18390617-1784,,
t18390617-1785,,
t18390617-1788,,
t18390617-1795,,
t18390617-1799,,
t18390617-1800,,
t18390617-1805,,
t18390617-1807,,
t18390617-1809,,
t18390617-1814,,
t18390617-1815,,
t18390617-1818,,
t18390617-1821,,
t18390617-1828,,
t18390617-1830,,
t18390617-1834,,
t18390617-1835,,
t18390617-1836,,
t18390617-1842,,
t18390617-1850,,
t18390617-1852,,
t18390617-1853,,
t18390617-1855,,
t18390617-1868,,
t18390617-1869,,
t18390617-1874,,
t18390617-1875,,
t18390617-1876,,
t18390617-1877,,
t18390617-1878,,
t18390617-1881,,
t18390617-1882,,
t18390617-1884,,
t18390617-1892,,
t18390617-1894,,
t18390617-1895,,
t18390617-1897,,
t18390617-1901,,
t18390617-1902,,
t18390617-1903,,
t18390617-1911,,
t18390617-1912,,
t18390617-1917,,
t18390617-1919,,
t18390617-1920,,
t18390617-1927,,
t18390617-1938,,
t18390617-1941,,
t18390617-1942,,
t18390617-1943,,
t18390617-1950,,
t18390617-1956,,
t18390617-1967,,
t18390617-1968,,
t18390617-1970,,
t18390617-1973,,
t18390617-1975,,
t18390617-1979,,
t18390617-1980,,
t18390617-1982,,
t18390617-1988,,
t18390617-1998,,
t18390708-2004,,
t18390708-2010,,
t18390708-2011,,
t18390708-2012,,
t18390708-2013,,
t18390708-2019,,
t18390708-2021,,
t18390708-2023,,
t18390708-2031,,
t18390708-2032,,
t18390708-2033,,
t18390708-2037,,
t18390708-2039,,
t18390708-2040,,
t18390708-2052,,
t18390708-2054,,
t18390708-2055,,
t18390708-2056,,
t18390708-2057,,
t18390708-2064,,
t18390708-2068,,
t18390708-2087,,
t18390708-2089,,
t18390708-2091,,
t18390708-2099,,
t18390708-2100,,
t18390708-2105,,
t18390708-2106,,
t18390708-2108,,
t18390708-2110,,
t18390708-2113,,
t18390708-2114,,
t18390708-2116,,
t18390708-2122,,
t18390708-2127,,
t18390708-2131,,
t18390708-2132,,
t18390812-2137,,
t18390812-2139,,
t18390812-2141,,
t18390812-2143,,
t18390812-2148,,
t18390812-2149,,
t18390812-2154,,
t18390812-2159,,
t18390812-2160,,
t18390812-2161,,
t18390812-2164,,
t18390812-2167,,
t18390812-2170,,
t18390812-2172,,
t18390812-2174,,
t18390812-2176,,
t18390812-2178,,
t18390812-2179,,
t18390812-2181,,
t18390812-2183,,
t18390812-2184,,
t18390812-2185,,
t18390812-2187,,
t18390812-2199,,
t18390812-2211,,
t18390812-2216,,
t18390812-2222,,
t18390812-2226,,
t18390812-2228,,
t18390812-2230,,
t18390812-2234,,
t18390812-2235,,
t18390812-2236,,
t18390812-2237,,
t18390812-2248,,
t18390812-2249,,
t18390812-2266,,
t18390812-2268,,
t18390812-2269,,
t18390812-2270,,
t18390812-2274,,
t18390812-2275,,
t18390812-2276,,
t18390812-2277,,
t18390812-2278,,
t18390812-2281,,
t18390812-2283,,
t18390812-2284,,
t18390812-2293,,
t18390812-2306,,
t18390812-2317,,
t18390812-2320,,
t18390812-2331,,
t18390812-2334,,
t18390812-2337,,
t18390812-2339,,
t18390812-2341,,
t18390812-2342,,
t18390812-2347,,
t18390812-2349,,
t18390812-2352,,
t18390812-2354,,
t18390812-2358,,
t18390812-2361,,
t18390812-2362,,
t18390812-2381,,
t18390812-2392,,
t18390812-2394,,
t18390812-2398,,
t18390916-2402,,
t18390916-2403,,
t18390916-2406,,
t18390916-2407,,
t18390916-2410,,
t18390916-2412,,
t18390916-2413,,
t18390916-2414,,
t18390916-2416,,
t18390916-2417,,
t18390916-2421,,
t18390916-2422,,
t18390916-2423,,
t18390916-2425,,
t18390916-2430,,
t18390916-2437a,,
t18390916-2443,,
t18390916-2446,,
t18390916-2447,,
t18390916-2449,,
t18390916-2450,,
t18390916-2451,,
t18390916-2452,,
t18390916-2453,,
t18390916-2455,,
t18390916-2456,,
t18390916-2461,,
t18390916-2466,,
t18390916-2471,,
t18390916-2472,,
t18390916-2482,,
t18390916-2488,,
t18390916-2489,,
t18390916-2491,,
t18390916-2493,,
t18390916-2497,,
t18390916-2499,,
t18390916-2501,,
t18390916-2509,,
t18390916-2523,,
t18390916-2533,,
t18390916-2533a,,
t18390916-2534,,
t18390916-2536,,
t18390916-2540,,
t18390916-2544,,
t18390916-2548,,
t18390916-2552,,
t18390916-2562,,
t18390916-2564,,
t18390916-2567,,
t18390916-2569,,
t18390916-2572,,
t18390916-2574,,
t18390916-2575,,
t18390916-2578,,
t18390916-2584,,
t18390916-2585,,
t18390916-2588,,
t18390916-2589,,
t18390916-2597,,
t18390916-2600,,
t18390916-2612,,
t18390916-2613,,
t18390916-2614,,
t18390916-2625,,
t18390916-2626,,
t18390916-2627,,
t18390916-2628,,
t18390916-2629,,
t18390916-2630,,
t18390916-2631,,
t18390916-2661,,
t18390916-2662,,
t18390916-2664,,
t18390916-2665,,
t18390916-2668,,
t18390916-2669,,
t18390916-2673,,
t18390916-2674,,
t18390916-2678,,
t18390916-2685,,
t18391021-2698,,
t18391021-2699,,
t18391021-2704,,
t18391021-2705,,
t18391021-2710,,
t18391021-2711,,
t18391021-2713,,
t18391021-2719,,
t18391021-2722,,
t18391021-2723,,
t18391021-2724,,
t18391021-2726,,
t18391021-2730,,
t18391021-2731,,
t18391021-2737,,
t18391021-2739,,
t18391021-2741,,
t18391021-2742,,
t18391021-2755,,
t18391021-2758,,
t18391021-2763,,
t18391021-2764,,
t18391021-2765,,
t18391021-2768,,
t18391021-2773,,
t18391021-2777,,
t18391021-2778,,
t18391021-2791,,
t18391021-2795,,
t18391021-2796,,
t18391021-2809,,
t18391021-2812,,
t18391021-2813,,
t18391021-2844,,
t18391021-2854,,
t18391021-2855,,
t18391021-2856,,
t18391021-2857,,
t18391021-2860,,
t18391021-2864,,
t18391021-2877,,
t18391021-2881,,
t18391021-2882,,
t18391021-2887,,
t18391021-2893,,
t18391021-2895,,
t18391021-2897,,
t18391021-2900,,
t18391021-2903,,
t18391021-2906,,
t18391021-2909,,
t18391021-2910,,
t18391021-2912,,
t18391021-2914,,
t18391021-2937,,
t18391021-2951,,
t18391021-2953,,
t18391021-2954,,
t18391125-1,,
t18391125-100,,
t18391125-101,,
t18391125-102,,
t18391125-104,,
t18391125-107,,
t18391125-11,,
t18391125-116,,
t18391125-117,,
t18391125-119,,
t18391125-126,,
t18391125-127,,
t18391125-128,,
t18391125-13,,
t18391125-134,,
t18391125-135,,
t18391125-137,,
t18391125-138,,
t18391125-140,,
t18391125-141,,
t18391125-145,,
t18391125-148,,
t18391125-150,,
t18391125-156,,
t18391125-158,,
t18391125-160,,
t18391125-161,,
t18391125-163,,
t18391125-174,,
t18391125-177,,
t18391125-180,,
t18391125-183,,
t18391125-184,,
t18391125-193,,
t18391125-194,,
t18391125-201,,
t18391125-205,,
t18391125-21,,
t18391125-213,,
t18391125-215,,
t18391125-23,,
t18391125-231,,
t18391125-232,,
t18391125-236,,
t18391125-238,,
t18391125-239,,
t18391125-244,,
t18391125-246,,
t18391125-250,,
t18391125-251,,
t18391125-265,,
t18391125-270,,
t18391125-273,,
t18391125-275,,
t18391125-28,,
t18391125-29,,
t18391125-30,,
t18391125-31,,
t18391125-32,,
t18391125-36,,
t18391125-37,,
t18391125-4,,
t18391125-5,,
t18391125-52,,
t18391125-54,,
t18391125-58,,
t18391125-60,,
t18391125-62,,
t18391125-64,,
t18391125-65,,
t18391125-71,,
t18391125-73,,
t18391125-81,,
t18391125-89,,
t18391125-9,,
t18391125-92,,
t18391125-94,,
t18391125-95,,
t18391125-98,,
t18391216-280,,
t18391216-284,,
t18391216-286,,
t18391216-289,,
t18391216-293,,
t18391216-296,,
t18391216-297,,
t18391216-298,,
t18391216-304,,
t18391216-305,,
t18391216-306,,
t18391216-307,,
t18391216-308,,
t18391216-312,,
t18391216-313,,
t18391216-314,,
t18391216-319,,
t18391216-320,,
t18391216-324,,
t18391216-326,,
t18391216-329,,
t18391216-330,,
t18391216-336,,
t18391216-337,,
t18391216-340,,
t18391216-344,,
t18391216-349,,
t18391216-351,,
t18391216-352,,
t18391216-365,,
t18391216-374,,
t18391216-375,,
t18391216-376,,
t18391216-377,,
t18391216-380,,
t18391216-382,,
t18391216-386,,
t18391216-389,,
t18391216-392,,
t18391216-393,,
t18391216-394,,
t18391216-395,,
t18400106-396,,
t18400106-397,,
t18400106-402,,
t18400106-404,,
t18400106-410,,
t18400106-412,,
t18400106-413,,
t18400106-414,,
t18400106-421,,
t18400106-423,,
t18400106-424,,
t18400106-426,,
t18400106-427,,
t18400106-428,,
t18400106-429,,
t18400106-431,,
t18400106-434,,
t18400106-437,,
t18400106-438,,
t18400106-450,,
t18400106-455,,
t18400106-466,,
t18400106-470,,
t18400106-471,,
t18400106-475,,
t18400106-476,,
t18400106-477,,
t18400106-480,,
t18400106-481,,
t18400106-483,,
t18400106-484,,
t18400106-488,,
t18400106-490,,
t18400106-495,,
t18400106-497,,
t18400106-498,,
t18400106-500,,
t18400106-503,,
t18400106-504,,
t18400106-507,,
t18400106-508,,
t18400106-510,,
t18400106-511,,
t18400106-513,,
t18400106-520,,
t18400106-521,,
t18400106-526,,
t18400106-527,,
t18400106-534,,
t18400106-535,,
t18400106-537,,
t18400106-538,,
t18400106-540,,
t18400106-545,,
t18400203-549,,
t18400203-550,,
t18400203-564,,
t18400203-570,,
t18400203-575,,
t18400203-578,,
t18400203-581,,
t18400203-585,,
t18400203-587,,
t18400203-589,,
t18400203-596,,
t18400203-597,,
t18400203-599,,
t18400203-607,,
t18400203-608,,
t18400203-609,,
t18400203-611,,
t18400203-613,,
t18400203-615,,
t18400203-618,,
t18400203-620,,
t18400203-626,,
t18400203-627,,
t18400203-633,,
t18400203-634,,
t18400203-636,,
t18400203-639,,
t18400203-641,,
t18400203-643,,
t18400203-646,,
t18400203-648,,
t18400203-655,,
t18400203-663,,
t18400203-669,,
t18400203-672,,
t18400203-674,,
t18400203-681,,
t18400203-682,,
t18400203-683,,
t18400203-688,,
t18400203-699,,
t18400203-705,,
t18400203-706,,
t18400203-707,,
t18400203-710,,
t18400203-717,,
t18400203-725,,
t18400203-730,,
t18400203-733,,
t18400203-735,,
t18400203-742,,
t18400203-743,,
t18400203-752,,
t18400203-755,,
t18400203-760,,
t18400203-765,,
t18400203-768,,
t18400203-781,,
t18400203-782,,
t18400302-1001,,
t18400302-1009,,
t18400302-1010,,
t18400302-1013,,
t18400302-792,,
t18400302-793,,
t18400302-794,,
t18400302-798,,
t18400302-802,,
t18400302-803,,
t18400302-805,,
t18400302-812,,
t18400302-814,,
t18400302-815,,
t18400302-817,,
t18400302-818,,
t18400302-820,,
t18400302-822,,
t18400302-824,,
t18400302-826,,
t18400302-828,,
t18400302-833,,
t18400302-840,,
t18400302-844,,
t18400302-845,,
t18400302-848,,
t18400302-849,,
t18400302-854,,
t18400302-855,,
t18400302-856,,
t18400302-857,,
t18400302-859,,
t18400302-860,,
t18400302-861,,
t18400302-862,,
t18400302-868,,
t18400302-874,,
t18400302-876,,
t18400302-881,,
t18400302-882,,
t18400302-885,,
t18400302-889,,
t18400302-890,,
t18400302-891,,
t18400302-893,,
t18400302-896,,
t18400302-897,,
t18400302-899,,
t18400302-902,,
t18400302-906,,
t18400302-909,,
t18400302-911,,
t18400302-912,,
t18400302-921,,
t18400302-922,,
t18400302-923,,
t18400302-925,,
t18400302-928,,
t18400302-931,,
t18400302-932,,
t18400302-935,,
t18400302-944,,
t18400302-950,,
t18400302-958,,
t18400302-961,,
t18400302-962,,
t18400302-963,,
t18400302-964,,
t18400302-970,,
t18400302-974,,
t18400302-980,,
t18400302-981,,
t18400302-998,,
t18400406-1019,,
t18400406-1021,,
t18400406-1024,,
t18400406-1026,,
t18400406-1028,,
t18400406-1035,,
t18400406-1036,,
t18400406-1041,,
t18400406-1042,,
t18400406-1052,,
t18400406-1054,,
t18400406-1056,,
t18400406-1058,,
t18400406-1061,,
t18400406-1066,,
t18400406-1069,,
t18400406-1070,,
t18400406-1071,,
t18400406-1076,,
t18400406-1077,,
t18400406-1078,,
t18400406-1079,,
t18400406-1080,,
t18400406-1088,,
t18400406-1093,,
t18400406-1094,,
t18400406-1097,,
t18400406-1101,,
t18400406-1102,,
t18400406-1103,,
t18400406-1104,,
t18400406-1107,,
t18400406-1130,,
t18400406-1132,,
t18400406-1134,,
