"ID","DATESTAMP"
"t17700221-7","2/21/1770"
"t17700425-16","4/25/1770"
"t17710410-9","4/10/1771"
"t17710515-12","5/15/1771"
"t17700425-36","4/25/1770"
"t17700912-18","9/12/1770"
"t17710116-34","1/16/1771"
"t17710116-39","1/16/1771"
"t17710116-41","1/16/1771"
"t17700912-44","9/12/1770"
"t17710220-13","2/20/1771"
"t17710703-15","7/3/1771"
"t17700425-66","4/25/1770"
"t17700912-50","9/12/1770"
"t17700912-8","9/12/1770"
"t17710515-60","5/15/1771"
"t17710515-68","5/15/1771"
"t17700530-14","5/30/1770"
"t17710220-60","2/20/1771"
"t17701024-35","10/24/1770"
"t17710220-74","2/20/1771"
"t17710703-30","7/3/1771"
"t17701205-17","12/5/1770"
"t17710703-8","7/3/1771"
"t17700530-7","5/30/1770"
"t17700711-12","7/11/1770"
"t17710116-14","1/16/1771"
"t17710410-28","4/10/1771"
"t17710410-31","4/10/1771"
"t17710703-48","7/3/1771"
"t17700711-29","7/11/1770"
"t17710410-42","4/10/1771"
"t17710515-5","5/15/1771"
"t17700711-43","7/11/1770"
"t17700221-43","2/21/1770"
"t17700425-26","4/25/1770"
"t17690510-46","5/10/1769"
"t17691018-32","10/18/1769"
"t17690112-37","1/12/1769"
"t17690112-45","1/12/1769"
"t17690628-21","6/28/1769"
"t17690628-22","6/28/1769"
"t17690628-24","6/28/1769"
"t17680907-64","9/7/1768"
"t17690112-47","1/12/1769"
"t17690112-49","1/12/1769"
"t17680907-67","9/7/1768"
"t17690222-13","2/22/1769"
"t17690628-43","6/28/1769"
"t17681019-10","10/19/1768"
"t17700117-10","1/17/1770"
"t17681019-13","10/19/1768"
"t17690222-31","2/22/1769"
"t17690222-43","2/22/1769"
"t17690222-51","2/22/1769"
"t17700221-32","2/21/1770"
"t17681019-35","10/19/1768"
"t17690405-11","4/5/1769"
"t17690906-23","9/6/1769"
"t17700117-2","1/17/1770"
"t17700117-24","1/17/1770"
"t17681207-1","12/7/1768"
"t17690405-29","4/5/1769"
"t17681207-15","12/7/1768"
"t17681207-22","12/7/1768"
"t17700117-27","1/17/1770"
"t17681207-30","12/7/1768"
"t17690405-5","4/5/1769"
"t17690906-80","9/6/1769"
"t17690906-81","9/6/1769"
"t17690906-89","9/6/1769"
"t17681207-6","12/7/1768"
"t17690510-28","5/10/1769"
"t17680907-16","9/7/1768"
"t17690112-12","1/12/1769"
"t17680907-22","9/7/1768"
"t17690112-21","1/12/1769"
"t17721209-110","12/9/1772"
"t17721209-111","12/9/1772"
"t17730908-47","9/8/1773"
"t17730908-48","9/8/1773"
"t17730217-6","2/17/1773"
"t17730626-38","6/26/1773"
"t17730908-80","9/8/1773"
"t17730908-83","9/8/1773"
"t17731020-11","10/20/1773"
"t17721209-77","12/9/1772"
"t17730626-60","6/26/1773"
"t17730626-63","6/26/1773"
"t17730626-79","6/26/1773"
"t17730626-82","6/26/1773"
"t17730626-83","6/26/1773"
"t17731208-39","12/8/1773"
"t17731208-48","12/8/1773"
"t17731208-52","12/8/1773"
"t17730113-15","1/13/1773"
"t17730113-3","1/13/1773"
"t17730113-32","1/13/1773"
"t17730707-43","7/7/1773"
"t17731208-6","12/8/1773"
"t17731208-62","12/8/1773"
"t17731208-7","12/8/1773"
"t17730421-71","4/21/1773"
"t17730421-73","4/21/1773"
"t17730707-54","7/7/1773"
"t17731020-7","10/20/1773"
"t17730421-94","4/21/1773"
"t17730421-97","4/21/1773"
"t17730421-99","4/21/1773"
"t17730707-64","7/7/1773"
"t17740112-14","1/12/1774"
"t17730113-8","1/13/1773"
"t17730217-13","2/17/1773"
"t17730217-19","2/17/1773"
"t17730908-1","9/8/1773"
"t17731208-24","12/8/1773"
"t17730217-40","2/17/1773"
"t17730626-29","6/26/1773"
"t17730908-32","9/8/1773"
"t17730217-50","2/17/1773"
"t17721209-102","12/9/1772"
"t17730908-43","9/8/1773"
"t17710911-14","9/11/1771"
"t17720715-56","7/15/1772"
"t17720715-60","7/15/1772"
"t17710911-25","9/11/1771"
"t17720219-59","2/19/1772"
"t17711204-2","12/4/1771"
"t17720219-65","2/19/1772"
"t17710911-51","9/11/1771"
"t17710911-56","9/11/1771"
"t17711204-36","12/4/1771"
"t17711204-37","12/4/1771"
"t17720429-44","4/29/1772"
"t17720429-5","4/29/1772"
"t17721021-55","10/21/1772"
"t17710911-77","9/11/1771"
"t17711204-5","12/4/1771"
"t17720429-60","4/29/1772"
"t17720909-77","9/9/1772"
"t17721021-81","10/21/1772"
"t17710911-96","9/11/1771"
"t17720603-24","6/3/1772"
"t17711023-30","10/23/1771"
"t17720603-72","6/3/1772"
"t17720715-10","7/15/1772"
"t17720715-18","7/15/1772"
"t17720715-20","7/15/1772"
"t17720909-40","9/9/1772"
"t17720909-43","9/9/1772"
"t17720909-47","9/9/1772"
"t17720715-32","7/15/1772"
"t17720109-6","1/9/1772"
"t17711023-68","10/23/1771"
"t17720219-18","2/19/1772"
"t17860719-53","7/19/1786"
"t17850914-42","9/14/1785"
"t17850914-43","9/14/1785"
"t17850914-75","9/14/1785"
"t17850914-77","9/14/1785"
"t17850914-85","9/14/1785"
"t17850914-86","9/14/1785"
"t17860426-22","4/26/1786"
"t17860426-27","4/26/1786"
"t17860222-109","2/22/1786"
"t17860719-69","7/19/1786"
"t17850914-98","9/14/1785"
"t17850914-99","9/14/1785"
"t17860222-127","2/22/1786"
"t17861025-2","10/25/1786"
"t17851019-57","10/19/1785"
"t17860222-52","2/22/1786"
"t17861025-52","10/25/1786"
"t17861025-60","10/25/1786"
"t17860531-31","5/31/1786"
"t17860531-35","5/31/1786"
"t17851214-103","12/14/1785"
"t17851214-18","12/14/1785"
"t17851214-20","12/14/1785"
"t17860531-43","5/31/1786"
"t17860531-47","5/31/1786"
"t17860830-9","8/30/1786"
"t17860830-92","8/30/1786"
"t17861025-67","10/25/1786"
"t17851214-34","12/14/1785"
"t17860426-117","4/26/1786"
"t17860426-120","4/26/1786"
"t17860531-66","5/31/1786"
"t17860830-6","8/30/1786"
"t17851214-42","12/14/1785"
"t17860426-122","4/26/1786"
"t17860426-15","4/26/1786"
"t17860719-1","7/19/1786"
"t17860830-26","8/30/1786"
"t17850914-22","9/14/1785"
"t17740907-6","9/7/1774"
"t17750218-10","2/18/1775"
"t17740112-61","1/12/1774"
"t17740413-68","4/13/1774"
"t17740413-77","4/13/1774"
"t17740112-8","1/12/1774"
"t17740907-86","9/7/1774"
"t17750218-35","2/18/1775"
"t17750218-48","2/18/1775"
"t17750218-50","2/18/1775"
"t17740216-25","2/16/1774"
"t17741019-3","10/19/1774"
"t17740216-42","2/16/1774"
"t17740518-38","5/18/1774"
"t17740518-4","5/18/1774"
"t17750218-9","2/18/1775"
"t17741207-14","12/7/1774"
"t17750426-61","4/26/1775"
"t17741207-2","12/7/1774"
"t17740706-22","7/6/1774"
"t17750426-12","4/26/1775"
"t17750426-14","4/26/1775"
"t17740216-7","2/16/1774"
"t17741207-51","12/7/1774"
"t17750426-7","4/26/1775"
"t17741207-8","12/7/1774"
"t17750531-51","5/31/1775"
"t17740216-90","2/16/1774"
"t17740216-92","2/16/1774"
"t17740706-52","7/6/1774"
"t17750111-19","1/11/1775"
"t17740413-101","4/13/1774"
"t17740413-20","4/13/1774"
"t17740413-22","4/13/1774"
"t17740706-63","7/6/1774"
"t17740706-72","7/6/1774"
"t17750111-20","1/11/1775"
"t17740413-27","4/13/1774"
"t17740706-9","7/6/1774"
"t17750111-3","1/11/1775"
"t17750111-30","1/11/1775"
"t17740907-12","9/7/1774"
"t17750111-4","1/11/1775"
"t17750111-43","1/11/1775"
"t17750111-44","1/11/1775"
"t17740112-3","1/12/1774"
"t17740413-52","4/13/1774"
"t17740413-58","4/13/1774"
"t17750111-52","1/11/1775"
"t17750111-58","1/11/1775"
"t17740907-5","9/7/1774"
"t17750712-52","7/12/1775"
"t17750712-7","7/12/1775"
"t17830910-51","9/10/1783"
"t17750913-69","9/13/1775"
"t17820911-23","9/11/1782"
"t17750913-86","9/13/1775"
"t17830430-36","4/30/1783"
"t17830430-40","4/30/1783"
"t17830430-47","4/30/1783"
"t17830910-68","9/10/1783"
"t17830910-78","9/10/1783"
"t17830430-51","4/30/1783"
"t17751018-26","10/18/1775"
"t17820911-74","9/11/1782"
"t17830430-61","4/30/1783"
"t17821016-14","10/16/1782"
"t17821016-8","10/16/1782"
"t17831210-127","12/10/1783"
"t17751206-37","12/6/1775"
"t17821204-70","12/4/1782"
"t17831210-91","12/10/1783"
"t17831029-45","10/29/1783"
"t17751206-70","12/6/1775"
"t17830115-66","1/15/1783"
"t17830115-9","1/15/1783"
"t17830723-114","7/23/1783"
"t17830723-16","7/23/1783"
"t17831210-139","12/10/1783"
"t17751206-75","12/6/1775"
"t17830226-27","2/26/1783"
"t17830723-43","7/23/1783"
"t17840114-23","1/14/1784"
"t17830723-7","7/23/1783"
"t17820220-47","2/20/1782"
"t17831210-34","12/10/1783"
"t17831210-43","12/10/1783"
"t17820220-70","2/20/1782"
"t17830430-17","4/30/1783"
"t17820703-48","7/3/1782"
"t17830910-14","9/10/1783"
"t17750913-35","9/13/1775"
"t17750913-43","9/13/1775"
"t17840114-41","1/14/1784"
"t17840114-46","1/14/1784"
"t17840526-89","5/26/1784"
"t17850406-55","4/6/1785"
"t17850406-64","4/6/1785"
"t17840114-56","1/14/1784"
"t17840707-104","7/7/1784"
"t17841208-5","12/8/1784"
"t17840225-12","2/25/1784"
"t17850511-13","5/11/1785"
"t17841208-80","12/8/1784"
"t17850511-19","5/11/1785"
"t17850112-18","1/12/1785"
"t17850511-71","5/11/1785"
"t17850629-103","6/29/1785"
"t17840707-54","7/7/1784"
"t17840707-56","7/7/1784"
"t17850629-42","6/29/1785"
"t17850629-49","6/29/1785"
"t17840421-22","4/21/1784"
"t17840421-23","4/21/1784"
"t17840707-82","7/7/1784"
"t17850112-44","1/12/1785"
"t17850914-106","9/14/1785"
"t17850914-140","9/14/1785"
"t17840421-32","4/21/1784"
"t17840915-14","9/15/1784"
"t17850112-5","1/12/1785"
"t17850112-53","1/12/1785"
"t17850629-113","6/29/1785"
"t17850223-101","2/23/1785"
"t17850629-56","6/29/1785"
"t17840915-38","9/15/1784"
"t17850914-143","9/14/1785"
"t17850914-145","9/14/1785"
"t17850914-146","9/14/1785"
"t17850223-116","2/23/1785"
"t17850629-3","6/29/1785"
"t17840421-9","4/21/1784"
"t17840526-101","5/26/1784"
"t17840915-71","9/15/1784"
"t17840915-73","9/15/1784"
"t17850223-4","2/23/1785"
"t17850914-100","9/14/1785"
"t17841020-27","10/20/1784"
"t17850223-6","2/23/1785"
"t17850223-63","2/23/1785"
"t17850511-43","5/11/1785"
"t17850511-44","5/11/1785"
"t17840526-20","5/26/1784"
"t17841020-74","10/20/1784"
"t17840114-36","1/14/1784"
"t17841208-112","12/8/1784"
"t17841208-147","12/8/1784"
"t17871212-66","12/12/1787"
"t17881210-83","12/10/1788"
"t17871212-74","12/12/1787"
"t17881210-9","12/10/1788"
"t17880109-26","1/9/1788"
"t17880109-29","1/9/1788"
"t17880402-70","4/2/1788"
"t17880910-10","9/10/1788"
"t17890114-29","1/14/1789"
"t17880910-111","9/10/1788"
"t17890114-50","1/14/1789"
"t17880109-40","1/9/1788"
"t17880507-24","5/7/1788"
"t17890114-55","1/14/1789"
"t17890114-65","1/14/1789"
"t17880227-12","2/27/1788"
"t17880910-36","9/10/1788"
"t17880227-16","2/27/1788"
"t17890225-12","2/25/1789"
"t17890225-25","2/25/1789"
"t17880227-35","2/27/1788"
"t17880507-59","5/7/1788"
"t17880910-66","9/10/1788"
"t17890422-44","4/22/1789"
"t17880227-72","2/27/1788"
"t17880227-75","2/27/1788"
"t17880625-46","6/25/1788"
"t17890225-98","2/25/1789"
"t17880227-93","2/27/1788"
"t17890422-50","4/22/1789"
"t17880625-63","6/25/1788"
"t17881022-66","10/22/1788"
"t17881210-15","12/10/1788"
"t17890225-64","2/25/1789"
"t17880402-25","4/2/1788"
"t17881210-21","12/10/1788"
"t17890422-20","4/22/1789"
"t17880402-31","4/2/1788"
"t17880625-78","6/25/1788"
"t17880625-85","6/25/1788"
"t17881210-47","12/10/1788"
"t17881210-48","12/10/1788"
"t17871212-51","12/12/1787"
"t17871212-58","12/12/1787"
"t17881210-55","12/10/1788"
"t17881210-67","12/10/1788"
"t17870523-32","5/23/1787"
"t17870912-90","9/12/1787"
"t17861025-99","10/25/1786"
"t17870221-15","2/21/1787"
"t17870523-36","5/23/1787"
"t17861213-112","12/13/1786"
"t17870221-21","2/21/1787"
"t17871024-12","10/24/1787"
"t17871024-13","10/24/1787"
"t17861213-134","12/13/1786"
"t17870221-52","2/21/1787"
"t17870523-87","5/23/1787"
"t17871024-43","10/24/1787"
"t18201028-105","10/28/1820"
"t18201028-108","10/28/1820"
"t18200517-102","5/17/1820"
"t18200517-106","5/17/1820"
"t18201028-128","10/28/1820"
"t18200628-55","6/28/1820"
"t18200628-77","6/28/1820"
"t18200918-23","9/18/1820"
"t18200918-234","9/18/1820"
"t18201206-127","12/6/1820"
"t18201206-13","12/6/1820"
"t18200517-42","5/17/1820"
"t18200918-101","9/18/1820"
"t18200517-55","5/17/1820"
"t18200918-110","9/18/1820"
"t18201028-69","10/28/1820"
"t18200517-70","5/17/1820"
"t18200517-78","5/17/1820"
"t18200517-79","5/17/1820"
"t18200918-28","9/18/1820"
"t18201206-138","12/6/1820"
"t18200517-83","5/17/1820"
"t18200918-289","9/18/1820"
"t18200918-294","9/18/1820"
"t18200517-89","5/17/1820"
"t18201028-96","10/28/1820"
"t18200517-98","5/17/1820"
"t18200918-315","9/18/1820"
"t18200918-321","9/18/1820"
"t18201206-144","12/6/1820"
"t18200918-173","9/18/1820"
"t18201028-41","10/28/1820"
"t18200918-70","9/18/1820"
"t18201206-102","12/6/1820"
"t18200628-15","6/28/1820"
"t18200918-196","9/18/1820"
"t18200918-85","9/18/1820"
"t18201028-25","10/28/1820"
"t18200628-160","6/28/1820"
"t18200412-138","4/12/1820"
"t18200412-140","4/12/1820"
"t18191201-152","12/1/1819"
"t18191201-165","12/1/1819"
"t18200112-95","1/12/1820"
"t18200412-143","4/12/1820"
"t18191027-13","10/27/1819"
"t18191201-184","12/1/1819"
"t18191027-139","10/27/1819"
"t18191027-141","10/27/1819"
"t18200412-158","4/12/1820"
"t18191027-151","10/27/1819"
"t18191027-157","10/27/1819"
"t18191201-203","12/1/1819"
"t18200217-144","2/17/1820"
"t18191027-170","10/27/1819"
"t18191201-28","12/1/1819"
"t18200217-150","2/17/1820"
"t18200412-189","4/12/1820"
"t18200412-192","4/12/1820"
"t18200412-31","4/12/1820"
"t18191027-37","10/27/1819"
"t18191027-43","10/27/1819"
"t18191027-46","10/27/1819"
"t18191201-73","12/1/1819"
"t18200217-44","2/17/1820"
"t18200217-51","2/17/1820"
"t18200412-208","4/12/1820"
"t18191027-60","10/27/1819"
"t18191027-65","10/27/1819"
"t18200112-102","1/12/1820"
"t18191027-7","10/27/1819"
"t18191027-78","10/27/1819"
"t18200217-65","2/17/1820"
"t18191027-88","10/27/1819"
"t18200112-12","1/12/1820"
"t18200217-86","2/17/1820"
"t18200217-94","2/17/1820"
"t18200217-95","2/17/1820"
"t18200412-44","4/12/1820"
"t18191201-105","12/1/1819"
"t18191201-109","12/1/1819"
"t18200412-179","4/12/1820"
"t18191201-121","12/1/1819"
"t18200112-59","1/12/1820"
"t18200112-75","1/12/1820"
"t18200412-123","4/12/1820"
"t18191027-112","10/27/1819"
"t18210912-159","9/12/1821"
"t18210912-16","9/12/1821"
"t18210912-165","9/12/1821"
"t18211205-101","12/5/1821"
"t18211205-112","12/5/1821"
"t18210912-170","9/12/1821"
"t18211205-122","12/5/1821"
"t18210912-29","9/12/1821"
"t18210912-39","9/12/1821"
"t18210912-43","9/12/1821"
"t18220220-6","2/20/1822"
"t18210912-70","9/12/1821"
"t18211205-144","12/5/1821"
"t18220109-67","1/9/1822"
"t18220109-69","1/9/1822"
"t18211205-171","12/5/1821"
"t18220109-93","1/9/1822"
"t18220220-103","2/20/1822"
"t18220220-106","2/20/1822"
"t18220220-99","2/20/1822"
"t18211205-55","12/5/1821"
"t18211205-70","12/5/1821"
"t18220220-161","2/20/1822"
"t18220417-49","4/17/1822"
"t18211024-42","10/24/1821"
"t18211205-83","12/5/1821"
"t18211205-86","12/5/1821"
"t18220220-183","2/20/1822"
"t18220220-186","2/20/1822"
"t18211024-74","10/24/1821"
"t18220220-198","2/20/1822"
"t18220220-202","2/20/1822"
"t18211024-97","10/24/1821"
"t18210912-152","9/12/1821"
"t18210606-82","6/6/1821"
"t18210606-85","6/6/1821"
"t18210214-120","2/14/1821"
"t18210411-205","4/11/1821"
"t18201206-202","12/6/1820"
"t18201206-205","12/6/1820"
"t18210411-26","4/11/1821"
"t18210718-115","7/18/1821"
"t18210718-12","7/18/1821"
"t18210411-57","4/11/1821"
"t18210718-123","7/18/1821"
"t18201206-56","12/6/1820"
"t18210718-141","7/18/1821"
"t18210411-97","4/11/1821"
"t18201206-75","12/6/1820"
"t18210214-45","2/14/1821"
"t18210912-102","9/12/1821"
"t18201206-93","12/6/1820"
"t18210606-125","6/6/1821"
"t18210912-13","9/12/1821"
"t18210606-136","6/6/1821"
"t18210606-139","6/6/1821"
"t18210606-142","6/6/1821"
"t18210718-54","7/18/1821"
"t18210110-26","1/10/1821"
"t18210912-11","9/12/1821"
"t18210214-99","2/14/1821"
"t18210606-160","6/6/1821"
"t18210606-173","6/6/1821"
"t18210912-137","9/12/1821"
"t18210110-5","1/10/1821"
"t18210606-189","6/6/1821"
"t18210110-6","1/10/1821"
"t18210912-12","9/12/1821"
"t18210110-69","1/10/1821"
"t18210411-119","4/11/1821"
"t18210411-128","4/11/1821"
"t18210718-23","7/18/1821"
"t18210110-81","1/10/1821"
"t18210606-49","6/6/1821"
"t18210110-88","1/10/1821"
"t18210606-6","6/6/1821"
"t18201206-165","12/6/1820"
"t18201206-169","12/6/1820"
"t18230514-4","5/14/1823"
"t18240114-204","1/14/1824"
"t18230514-59","5/14/1823"
"t18230910-301","9/10/1823"
"t18231022-98","10/22/1823"
"t18231203-105","12/3/1823"
"t18240114-221","1/14/1824"
"t18240114-23","1/14/1824"
"t18240114-28","1/14/1824"
"t18231203-12","12/3/1823"
"t18231203-122","12/3/1823"
"t18231203-128","12/3/1823"
"t18231203-131","12/3/1823"
"t18230625-131","6/25/1823"
"t18230625-14","6/25/1823"
"t18230910-74","9/10/1823"
"t18231203-155","12/3/1823"
"t18240218-103","2/18/1824"
"t18230910-88","9/10/1823"
"t18230625-41","6/25/1823"
"t18231022-110","10/22/1823"
"t18231203-40","12/3/1823"
"t18240218-166","2/18/1824"
"t18240407-107","4/7/1824"
"t18231022-30","10/22/1823"
"t18240218-146","2/18/1824"
"t18231022-43","10/22/1823"
"t18230910-163","9/10/1823"
"t18231022-55","10/22/1823"
"t18240407-120","4/7/1824"
"t18230910-213","9/10/1823"
"t18230910-224","9/10/1823"
"t18240218-151","2/18/1824"
"t18240218-160","2/18/1824"
"t18230910-243","9/10/1823"
"t18230910-261","9/10/1823"
"t18231022-86","10/22/1823"
"t18240114-176","1/14/1824"
"t18230219-63","2/19/1823"
"t18220911-214","9/11/1822"
"t18230219-69","2/19/1823"
"t18220522-15","5/22/1822"
"t18220911-237","9/11/1822"
"t18220911-239","9/11/1822"
"t18220522-18","5/22/1822"
"t18220522-20","5/22/1822"
"t18220911-278","9/11/1822"
"t18220911-311","9/11/1822"
"t18220522-44","5/22/1822"
"t18230409-176","4/9/1823"
"t18220911-50","9/11/1822"
"t18230115-20","1/15/1823"
"t18220703-104","7/3/1822"
"t18220703-108","7/3/1822"
"t18220911-70","9/11/1822"
"t18230115-3","1/15/1823"
"t18230409-90","4/9/1823"
"t18220703-116","7/3/1822"
"t18220703-12","7/3/1822"
"t18220911-88","9/11/1822"
"t18230115-40","1/15/1823"
"t18220703-156","7/3/1822"
"t18221023-27","10/23/1822"
"t18221023-29","10/23/1822"
"t18230115-67","1/15/1823"
"t18230409-209","4/9/1823"
"t18220703-55","7/3/1822"
"t18220703-7","7/3/1822"
"t18230409-62","4/9/1823"
"t18230409-68","4/9/1823"
"t18230409-69","4/9/1823"
"t18221204-137","12/4/1822"
"t18221204-145","12/4/1822"
"t18230219-44","2/19/1823"
"t18220417-80","4/17/1822"
"t18220911-14","9/11/1822"
"t18220911-147","9/11/1822"
"t18221204-173","12/4/1822"
"t18250113-45","1/13/1825"
"t18250113-99","1/13/1825"
"t18250407-235","4/7/1825"
"t18250407-25","4/7/1825"
"t18250217-108","2/17/1825"
"t18250407-28","4/7/1825"
"t18250519-92","5/19/1825"
"t18250519-98","5/19/1825"
"t18250630-12","6/30/1825"
"t18250217-15","2/17/1825"
"t18250407-72","4/7/1825"
"t18250915-352","9/15/1825"
"t18250217-24","2/17/1825"
"t18250407-86","4/7/1825"
"t18251027-173","10/27/1825"
"t18251027-175","10/27/1825"
"t18250217-34","2/17/1825"
"t18250630-26","6/30/1825"
"t18250915-73","9/15/1825"
"t18250915-76","9/15/1825"
"t18250217-60","2/17/1825"
"t18250630-55","6/30/1825"
"t18250630-74","6/30/1825"
"t18250217-88","2/17/1825"
"t18250407-101","4/7/1825"
"t18250519-195","5/19/1825"
"t18250915-126","9/15/1825"
"t18250915-130","9/15/1825"
"t18250407-122","4/7/1825"
"t18250407-135","4/7/1825"
"t18250519-36","5/19/1825"
"t17970111-42","1/11/1797"
"t17970920-72","9/20/1797"
"t17980110-42","1/10/1798"
"t17971025-2","10/25/1797"
"t17971025-21","10/25/1797"
"t17960113-16","1/13/1796"
"t17960113-17","1/13/1796"
"t17970215-40","2/15/1797"
"t18020602-53","6/2/1802"
"t18030216-54","2/16/1803"
"t18030216-66","2/16/1803"
"t18020714-43","7/14/1802"
"t18021027-61","10/27/1802"
"t18030914-31","9/14/1803"
"t18030914-41","9/14/1803"
"t18021027-64","10/27/1802"
"t18030914-50","9/14/1803"
"t18020714-72","7/14/1802"
"t18030420-11","4/20/1803"
"t18021201-2","12/1/1802"
"t18030420-19","4/20/1803"
"t18031130-7","11/30/1803"
"t18020918-140","9/18/1802"
"t18021201-56","12/1/1802"
"t18030420-42","4/20/1803"
"t18030420-44","4/20/1803"
"t18031026-46","10/26/1803"
"t18020918-152","9/18/1802"
"t18021201-72","12/1/1802"
"t18030420-46","4/20/1803"
"t18030420-7","4/20/1803"
"t18020918-34","9/18/1802"
"t18030112-116","1/12/1803"
"t18030420-74","4/20/1803"
"t18030420-83","4/20/1803"
"t18020918-38","9/18/1802"
"t18020918-5","9/18/1802"
"t18030525-12","5/25/1803"
"t18030525-13","5/25/1803"
"t18031026-8","10/26/1803"
"t18030525-17","5/25/1803"
"t18030525-21","5/25/1803"
"t18040111-37","1/11/1804"
"t18020918-90","9/18/1802"
"t18030112-64","1/12/1803"
"t18030112-71","1/12/1803"
"t18031026-60","10/26/1803"
"t18031026-62","10/26/1803"
"t18021027-109","10/27/1802"
"t18030216-13","2/16/1803"
"t18030216-17","2/16/1803"
"t18031130-5","11/30/1803"
"t18030706-18","7/6/1803"
"t18030706-19","7/6/1803"
"t18030706-26","7/6/1803"
"t18030706-40","7/6/1803"
"t18030706-53","7/6/1803"
"t18020602-12","6/2/1802"
"t18030914-1","9/14/1803"
"t18020602-64","6/2/1802"
"t18020602-75","6/2/1802"
"t18000917-49","9/17/1800"
"t18010114-76","1/14/1801"
"t18010701-26","7/1/1801"
"t18010114-90","1/14/1801"
"t18010218-18","2/18/1801"
"t18010701-4","7/1/1801"
"t18010701-61","7/1/1801"
"t18020113-83","1/13/1802"
"t18020217-10","2/17/1802"
"t18010218-44","2/18/1801"
"t18020217-37","2/17/1802"
"t18001029-38","10/29/1800"
"t18001029-46","10/29/1800"
"t18010415-118","4/15/1801"
"t18010916-22","9/16/1801"
"t18010916-26","9/16/1801"
"t18010415-127","4/15/1801"
"t18001029-62","10/29/1800"
"t18001029-71","10/29/1800"
"t18010415-41","4/15/1801"
"t18001203-11","12/3/1800"
"t18011028-35","10/28/1801"
"t18011028-50","10/28/1801"
"t18001203-55","12/3/1800"
"t18020428-135","4/28/1802"
"t18001203-70","12/3/1800"
"t18010415-73","4/15/1801"
"t18011028-88","10/28/1801"
"t18020428-4","4/28/1802"
"t18001203-83","12/3/1800"
"t18001203-87","12/3/1800"
"t18010415-99","4/15/1801"
"t18011202-25","12/2/1801"
"t18011202-39","12/2/1801"
"t18020217-69","2/17/1802"
"t18020217-73","2/17/1802"
"t18010520-12","5/20/1801"
"t18011202-40","12/2/1801"
"t18011202-41","12/2/1801"
"t18011202-49","12/2/1801"
"t18010114-28","1/14/1801"
"t18010520-31","5/20/1801"
"t18011202-7","12/2/1801"
"t18011202-72","12/2/1801"
"t18010114-35","1/14/1801"
"t18010520-74","5/20/1801"
"t18070701-33","7/1/1807"
"t18060416-30","4/16/1806"
"t18060416-47","4/16/1806"
"t18060917-62","9/17/1806"
"t18060416-10","4/16/1806"
"t18070701-54","7/1/1807"
"t18070701-60","7/1/1807"
"t18060917-67","9/17/1806"
"t18060917-68","9/17/1806"
"t18060917-70","9/17/1806"
"t18070114-77","1/14/1807"
"t18070114-8","1/14/1807"
"t18070114-87","1/14/1807"
"t18070218-11","2/18/1807"
"t18070701-77","7/1/1807"
"t18060416-88","4/16/1806"
"t18060917-96","9/17/1806"
"t18061029-13","10/29/1806"
"t18070218-30","2/18/1807"
"t18070218-39","2/18/1807"
"t18070916-126","9/16/1807"
"t18070916-16","9/16/1807"
"t18060521-27","5/21/1806"
"t18061029-22","10/29/1806"
"t18071202-12","12/2/1807"
"t18061029-44","10/29/1806"
"t18071028-20","10/28/1807"
"t18060521-8","5/21/1806"
"t18070408-29","4/8/1807"
"t18070408-31","4/8/1807"
"t18071202-45","12/2/1807"
"t18061203-35","12/3/1806"
"t18061203-40","12/3/1806"
"t18061203-51","12/3/1806"
"t18061203-64","12/3/1806"
"t18070513-11","5/13/1807"
"t18071202-8","12/2/1807"
"t18070916-86","9/16/1807"
"t18070916-91","9/16/1807"
"t18071028-7","10/28/1807"
"t18070513-52","5/13/1807"
"t18070916-27","9/16/1807"
"t18070916-40","9/16/1807"
"t18070916-41","9/16/1807"
"t18060416-25","4/16/1806"
"t18060416-28","4/16/1806"
"t18050424-80","4/24/1805"
"t18040215-44","2/15/1804"
"t18041205-4","12/5/1804"
"t18041205-53","12/5/1804"
"t18050424-95","4/24/1805"
"t18040215-63","2/15/1804"
"t18040215-77","2/15/1804"
"t18041205-54","12/5/1804"
"t18041205-56","12/5/1804"
"t18051030-37","10/30/1805"
"t18050529-61","5/29/1805"
"t18040411-46","4/11/1804"
"t18050109-21","1/9/1805"
"t18050529-70","5/29/1805"
"t18050710-24","7/10/1805"
"t18040516-1","5/16/1804"
"t18040516-16","5/16/1804"
"t18060115-10","1/15/1806"
"t18040516-34","5/16/1804"
"t18050220-43","2/20/1805"
"t18050220-7","2/20/1805"
"t18040704-54","7/4/1804"
"t18040704-57","7/4/1804"
"t18060115-20","1/15/1806"
"t18040912-3","9/12/1804"
"t18040912-44","9/12/1804"
"t18050424-120","4/24/1805"
"t18051204-50","12/4/1805"
"t18050918-27","9/18/1805"
"t18050918-39","9/18/1805"
"t18060115-25","1/15/1806"
"t18050424-26","4/24/1805"
"t18050918-71","9/18/1805"
"t18051204-13","12/4/1805"
"t18040111-77","1/11/1804"
"t18050424-46","4/24/1805"
"t18051030-11","10/30/1805"
"t18051030-14","10/30/1805"
"t18040215-22","2/15/1804"
"t18050424-69","4/24/1805"
"t18050424-70","4/24/1805"
"t18091101-51","11/1/1809"
"t18110109-22","1/9/1811"
"t18110109-46","1/9/1811"
"t18100919-21","9/19/1810"
"t18110109-6","1/9/1811"
